#Observation	PValue	QValue
K05816	0.369143483606832	0.5181443272794
K05815	0.00214368729050492	0.00884401296269087
K05814	0.0132002212362358	0.0382596567683557
K04033	0.000172217920865113	0.00187971206031259
K15519	0.320223791719953	0.46913937371116
K04031	0.222633981270872	0.360849919977717
K04037	0.00416315915439476	0.0149468570204681
K01236	0.829717517952062	0.884997252020521
K07047	0.289586694676323	0.436845626186275
K00029	0.0107587121193312	0.0326327990725747
K01235	0.00790356901510313	0.0252745413667651
K00799	4.86061723147696e-05	0.00117509333938933
K00798	0.659375053037275	0.763968683434858
K00797	0.0127292842697189	0.0372227376319006
K00024	0.383461596558992	0.532602882001478
K00027	0.281160745378424	0.427663386531687
K00794	0.0259942959212412	0.0652549115064294
K00793	0.00398836059908622	0.0144209828195653
K00020	0.174354276290833	0.299170077720469
K00023	0.444917167199915	0.586350840852903
K00790	0.00342893040803888	0.0127784489324063
K09017	0.000270450051122331	0.00229859968324505
K09016	0.000935253174788423	0.00469115381550612
K09015	0.181855050068021	0.30995114157894
K09014	0.164044977278121	0.285717748656488
K09013	0.177186272421812	0.303517938391469
K09011	0.423905854865927	0.569120439641992
K01261	0.140478764265863	0.254874336734679
K01262	0.184705170595258	0.313444674500153
K01265	0.0100471285257945	0.0307576255711484
K09019	0.000101512798548544	0.00149039141046781
K01267	0.336920291371724	0.484537063099844
K21756	0.365616356098365	0.515324714533992
K01146	0.0143863205564665	0.0407572387050478
K08223	0.875471276867854	0.918710592108621
K10039	0.000187770508240487	0.00192969633274866
K10038	0.298254623951013	0.446198733627566
K10037	0.00219141287292489	0.00893948953209987
K10036	0.00290198907638114	0.0112009297860928
K08660	0.323921662194956	0.472325610188285
K06146	1.21399315188141e-05	0.000749509291831197
K07693	0.696036284572104	0.790611495929625
K01616	0.408082479276678	0.555242528514711
K06147	0.482741609029143	0.619052274953997
K04788	0.015127707111179	0.0423392836190281
K19168	0.000389366828875067	0.00281972478777093
K15600	0.571347884127641	0.695868918204264
K04784	0.0217386423673985	0.0565804848120785
K04780	0.924520166749997	0.949512239040596
K06126	2.66134525079293e-05	0.00092800744327307
K00249	0.0145955991636063	0.0411668672254402
K00248	0.0011577800908269	0.00552932311669771
K01318	0.773357397318256	0.847769028439358
K05970	0.345819201480492	0.495236442964046
K21919	0.938726654696201	0.959098157500538
K00241	4.49075700723905e-05	0.00114711734832433
K00240	0.162294475329511	0.28363926326898
K00243	0.621314345156204	0.734411732340431
K00245	0.0797508470521081	0.163384934544178
K00244	0.0216820442093531	0.0564909350408478
K00247	0.00256007929998704	0.0101664303558768
K02854	0.000571114727871025	0.0034260398824003
K04764	0.0572255868716982	0.124875894883761
K04765	0.57794509839378	0.701052774820761
K02669	0.153697045049617	0.272353517698433
K04763	0.0359832294070055	0.0854035528722914
K04761	0.208495846515296	0.344931461815665
K01066	0.0069802223403957	0.0227942988678348
K15865	0.0194673673725491	0.0517267052680833
K21971	0.367285195661168	0.516247634210659
K02660	0.687735115542238	0.785861649508204
K02405	0.69581829197433	0.790611495929625
K04769	0.00156245278624666	0.00693181191131679
K22278	0.481172140006578	0.618455436314545
K00809	0.820955739391774	0.879773038894697
K13609	0.960728618118956	0.974704941180471
K00806	0.00292576487307769	0.0112756010362139
K10538	4.01058403660356e-05	0.00109748190760691
K00800	0.10961440017357	0.210684201576739
K08312	0.000202527359475694	0.00198792211007773
K08311	0.714798764566036	0.805097458054356
K15460	0.544602350692465	0.674263270276104
K08317	4.70314192016543e-05	0.00115670026645228
K08316	0.435659513695213	0.579117315504642
K08315	0.00238496129538008	0.00956803621338059
K08314	0.000274286240095032	0.00231398568562114
K00021	0.0626861577932756	0.134485979488228
K08319	0.000451824110077014	0.00298732018753517
K13017	0.795807600489179	0.862719274921075
K00827	0.0680023091089109	0.143532237012216
K22470	0.295149127614218	0.443115366760243
K02587	0.175998128103572	0.301787292076553
K05782	0.000403048987745241	0.00284424136539821
K05781	0.00474973594691387	0.0165622641820127
K09490	0.0920764235234389	0.183683805704478
K05787	0.515764675592669	0.64865562338001
K05786	0.00527849625246859	0.0180718388845445
K05785	2.82783091984669e-05	0.000931319530519748
K14392	0.0193677572196655	0.0515158056454111
K14393	1.73951331891055e-05	0.000833206355846039
K14390	0.546435684311972	0.675875624108904
K14391	0.855657135557352	0.90282911442953
K14645	0.868946146825315	0.913443079390394
K14394	0.395640116237565	0.545148929554721
K14647	0.439380831478236	0.581916704749141
K02409	0.000456300709841892	0.00300910221995476
K05368	0.000179403764582702	0.00191076268931074
K01689	0.00390484196557986	0.0141693160703971
K01686	0.435226277655272	0.579117315504642
K02400	0.564878429234221	0.691115475207723
K01684	0.000244596645008618	0.00216318012429296
K05362	0.123825941660206	0.231844278849897
K05365	1.68248517106663e-05	0.000833206355846039
K05364	0.137050843519859	0.24981233238797
K05367	0.00194940312723791	0.00820199282708114
K05366	0.8607951235886	0.906934597307442
K21970	0.0738959467907686	0.153302471520702
K02798	0.616730298571202	0.731030023288939
K01442	0.0194448761831236	0.0516939240983198
K01443	0.170318707301422	0.293830070779918
K01444	0.622427885241801	0.735010759212021
K00040	0.00058358991589682	0.00348306712993049
K01447	0.515974176358969	0.648758837205115
K02791	0.118442448588952	0.223857140546844
K01449	0.0216986082209229	0.056505173633104
K02795	0.00535754813680596	0.0182810171343694
K13746	0.0274421509636958	0.0683066554323746
K02796	0.00946085923335879	0.0292975878084122
K13049	0.776392143607275	0.849476123598675
K00941	0.123885497819269	0.231844278849897
K02888	0.0489636326891675	0.109763916345465
K13043	0.315502041774169	0.464494185850866
K02884	0.0462974307851807	0.105270308230172
K02887	0.0149511433315613	0.0419604579387974
K02886	0.0107485690113963	0.0326302712206431
K18011	0.376991828574091	0.525826136786492
K13730	0.088035402266271	0.177359807256662
K18013	0.570291395493599	0.694914670765417
K18012	0.364963501050931	0.514546990819797
K04564	0.659785926301066	0.764270796541235
K04565	0.00151415027260502	0.00676781302706951
K04566	0.0621248935183145	0.133619701268162
K04567	0.000876222214989429	0.00449538910401588
K01040	0.0937682876078202	0.186416914375111
K14807	0.449726333437919	0.589636045205368
K01042	0.021905466035111	0.0568983304003826
K05568	0.273723633204403	0.41935811515005
K02063	0.000529068211547961	0.00329680081394207
K02062	0.00082126193008659	0.00435525467299045
K05565	0.0465010978022937	0.105639040121141
K14809	0.337756332721796	0.485328108915231
K01048	0.00015243171664274	0.00178893608748631
K02066	0.324458561354147	0.472758596409263
K02065	0.0311341447217009	0.075952140613116
K02535	0.975223667895897	0.983336045406618
K03339	0.395663974603161	0.545148929554721
K02240	4.47690214878664e-05	0.00114711734832433
K02530	0.451492433438877	0.591342417966896
K02533	0.000923297852519866	0.00464936633746651
K02532	0.00079005350575103	0.00422679484312309
K03330	0.103815268175541	0.201957787650623
K03332	0.690399089069139	0.787723389164273
K03335	0.108736171289385	0.209370593053804
K03336	0.0756420082631638	0.156542058564133
K03337	0.108425012477097	0.208929499818661
K02081	0.007770415675122	0.0249427403543796
K02080	0.00105483122362026	0.00513811718932288
K02083	0.0116871615166979	0.0348765177500054
K02082	0.000910892705793982	0.00460969658568306
K20534	0.051394517286947	0.114307333992069
K17680	0.586304444214692	0.707316570022985
K22051	8.96345632967543e-05	0.00141495674351393
K13735	0.00817384310646825	0.0259756774375967
K12956	0.0575211887679517	0.125445271521487
K12957	7.76879920991925e-05	0.00134050611127358
K12954	0.715082249902335	0.80523860523176
K12952	0.731439737826362	0.818228895907275
K12953	0.0759939883182367	0.157078925914796
K12950	0.480088470890656	0.617672581578047
K12951	0.485215026342146	0.621396515765077
K14732	0.70524868094473	0.797871341042138
K03429	0.0851826777706905	0.172568648042413
K03424	0.86962108419378	0.913775219737984
K03426	0.300335676528735	0.448521246467524
K03427	0.0537989914897	0.11846482079328
K03420	0.0220696317503351	0.057207991466882
K03931	0.426238186226174	0.571648737112079
K03229	0.358091043046717	0.508377440086681
K03752	0.00482552933490994	0.0167920504743859
K03753	0.0322947828308812	0.0782545166073376
K03750	0.0119007172651031	0.0353068482497901
K21594	0.38077458867943	0.529940795781021
K01915	0.00197609018893192	0.00830055705598381
K03208	0.000344605071119048	0.00267844949170546
K03758	5.16131239685788e-07	0.000375374877320049
K03759	0.00191360532174525	0.00807138748384843
K19688	0.00215218681591839	0.00886435829681043
K06148	0.717822568844864	0.807253081066755
K16261	0.00736268502624596	0.0237839019470928
K02338	0.00240866122817926	0.00964791055284077
K02337	0.00767433387279124	0.024665425344937
K02336	9.42939256303703e-05	0.00145030324889491
K02335	0.0229858824232534	0.0592512037553333
K02334	0.923599580954122	0.94875816518108
K06140	0.000445591849419235	0.00295790026772597
K06141	0.00063375447355571	0.00365809980144231
K06143	0.000155537505824868	0.00181036335371807
K16899	0.240830817888813	0.382429723603228
K16898	0.942641976801136	0.961336198696832
K20625	0.0777128977752191	0.159982354457598
K20627	0.657009933887696	0.762095596587437
K20626	0.254398656834943	0.398015845711952
K03688	0.000322335419181216	0.0025600774088168
K18941	0.187700933697058	0.31778698152701
K18940	0.0572046734799667	0.124875894883761
K13550	0.868002610497296	0.91272105898884
K06858	0.00184353486885468	0.00781468444407924
K01488	0.21843126571482	0.355850743601327
K03683	0.000731060272807729	0.00403231619595249
K03684	0.00289022265521042	0.011180944937444
K03685	0.0971022886967376	0.191467409549981
K03686	0.00628801969979756	0.0209641835570854
K03687	0.143687080981499	0.259401038750643
K01521	0.000138843562527494	0.00172403067518895
K18681	0.134313600377585	0.245967819972045
K02560	0.000395958778997976	0.00283885496337573
K05649	0.726642546708677	0.815011501496777
K07776	0.0455774496120054	0.104076798959191
K03110	0.108969724876519	0.209661704212532
K03111	0.384886815128282	0.534162412779293
K03112	7.02542343780832e-06	0.000703912500344148
K03113	0.522524193584952	0.654447559931085
K07305	0.686766128990601	0.784985900744649
K07304	0.178933041860071	0.306407035354733
K07307	0.0606430946269766	0.131152928948997
K01485	3.40697488930774e-05	0.00101772397608068
K07309	0.824481003303889	0.88162839483724
K03119	0.000329126058413517	0.00258976934062321
K13953	7.94744775061298e-07	0.000404604564983707
K13954	0.283230421874385	0.430040583883833
K07301	0.0640823879779441	0.136961980350845
K22295	0.0358769291936696	0.0852705165849542
K19036	0.332097114700786	0.480014011373887
K08636	0.559792882747323	0.686558796932455
K06390	0.121565699522216	0.228288814558318
K16092	0.418327295724783	0.563365276961234
K16091	0.00154268782448255	0.00687123684552989
K07773	0.00378530556145167	0.0138143301887817
K16097	0.141040043667996	0.255675498928187
K16096	0.416787932884399	0.562084070546881
K05643	0.446093309045118	0.587444655030702
K19778	0.000424118219654415	0.0028866121073003
K11609	0.873524029350683	0.917497593031633
K10119	0.674677261167124	0.775170827488564
K14660	0.830939447081545	0.886114940320935
K05939	7.65715386007341e-06	0.000721899450030254
K11602	0.899683204393086	0.935325136525465
K00078	0.588218383899937	0.708618029445003
K11605	0.00166249745463241	0.0072154940678036
K11604	0.00615382116907971	0.0205977012306277
K10558	0.601435721046949	0.720110361206496
K16074	0.00210037977377655	0.00868646094906288
K18765	0.000488957256984213	0.0031430320647811
K03116	0.274541331192974	0.419852783749903
K06957	0.000611385669599775	0.003576076276454
K14487	0.509852164079913	0.642648518774656
K10550	0.00338312856520559	0.0126487479771935
K16322	0.000116533476130764	0.00161868461076313
K07306	0.0359262064265651	0.0853079836369604
K10555	0.0013378297966754	0.00615812974220112
K10556	0.58938837700155	0.709356082107539
K03118	0.183926162940492	0.312539417733659
K03670	0.106809717435437	0.206677412186929
K04961	0.162674803264342	0.284011462077765
K21574	0.401481101728578	0.549298653292177
K21575	0.610913389995639	0.726163919791688
K06896	0.500629832942176	0.634638067606727
K21573	0.392523942202042	0.54229020074643
K06894	1.16328610494866e-05	0.000745169941092432
K21571	0.891023898435262	0.929930846029914
K07235	0.000224253817616464	0.00208335070344054
K06898	0.686262760247612	0.784762738638947
K07540	0.93894032940143	0.959098157500538
K07230	0.0468667222470742	0.106185350671943
K09684	0.143777605347597	0.259428781053751
K09685	0.0145899145611056	0.0411668672254402
K15331	0.772305013129574	0.847189144977949
K09681	0.00717537591326229	0.0233268446835366
K05351	0.0997542473498308	0.195569751640494
K09689	0.0951824979054326	0.188454630133204
K00813	0.00967224382960277	0.0298251928143596
K11394	0.0466474828307468	0.105877099906969
K11391	0.000305281071301852	0.0024630521933403
K11392	0.621695369737019	0.734631660805504
K07681	0.273688192902526	0.41935811515005
K03563	0.68495630543789	0.783917159140901
K20344	0.67405758364518	0.774633670053637
K05964	0.0139509294782146	0.0398788219952781
K03562	0.0223586350989843	0.0578981746128835
K20750	0.939443264468902	0.959226967390931
K19709	0.000400902335162638	0.00284424136539821
K08641	0.142647645716907	0.258165362369277
K00658	0.0261837589536279	0.0656561445543628
K00656	0.183596539300692	0.312187702598472
K00657	0.0161533691570612	0.0445004341875533
K00654	0.243956133576655	0.3863081418472
K00655	0.000401636109216925	0.00284424136539821
K00652	0.695123140405759	0.790599796887664
K00651	0.0072639304630621	0.0235545668709867
K04963	0.725790234770163	0.814624804293874
K21757	0.478805835422083	0.616489759265004
K00373	0.0012621890157721	0.00588982977020691
K06436	0.214262604904101	0.351647621394835
K07121	0.000198978277641457	0.00197748509355284
K07120	0.000850909024017152	0.0044300904214719
K10823	0.0996127006090301	0.195500485273929
K10824	0.00270550840618232	0.0106278883455819
K07124	0.124173842610587	0.232244317682034
K07126	0.127992301221679	0.237389598834181
K16090	0.000189899403399544	0.00192969633274866
K02100	0.0719367371273145	0.150094233079983
K00194	0.919283746438197	0.946507616577474
K00197	0.161463384892346	0.282477695012692
K07084	0.505274166526483	0.638881467574108
K09920	1.86159989592054e-05	0.000833206355846039
K01870	0.00382593003202889	0.0139226660422152
K01873	0.00630986338322362	0.0210232424633452
K01872	0.00186044434350828	0.00787325199734053
K01875	0.129584176415408	0.239634232521192
K01874	0.00179020768481777	0.00765877926336745
K01876	0.00462085898954569	0.0162128140012247
K01879	1.41150749654012e-05	0.000786468224951434
K01878	0.00114698046701049	0.00549022665021052
K01705	0.408795904389352	0.555722282842775
K04021	0.0156368804873212	0.0434537983411312
K04020	0.000164054626443966	0.00185150012195206
K04023	0.00349155649985503	0.0129926002734248
K04022	0.324000150620147	0.472325610188285
K04025	1.77830635428097e-06	0.000452667882482222
K04024	0.00428018363828405	0.0152773897587841
K04027	0.552967056579441	0.680883204753954
K04026	0.0192527946868437	0.0512635866897077
K04029	0.0348883470660525	0.0833098381394341
K04028	0.0121625395002088	0.0358745588618558
K09160	0.30050448772163	0.448641743985577
K09927	0.00027991362386276	0.002336131572271
K00018	0.131300992435247	0.241755281189093
K00019	0.939416859135086	0.959226967390931
K07056	0.022776855858335	0.0587719073364335
K10730	0.371328892731705	0.52020786816101
K07050	0.314547960908482	0.463357543109109
K07053	0.00604301630396685	0.0202667957862287
K00010	0.0971064332072382	0.191467409549981
K00011	0.640860646900339	0.749338896042633
K00012	0.0210076834125683	0.0550438066152265
K00013	0.01625784403898	0.0447316924819735
K00014	0.00619945788244784	0.0207096063514055
K00015	0.521423498751958	0.653673241109632
K00016	0.695082066123637	0.790599796887664
K20966	0.949948368985859	0.966657434840497
K20967	0.379862677196901	0.529250380298146
K20964	0.230503792491623	0.370070894851735
K16792	0.119550645809918	0.22558172613621
K09065	0.903950274753522	0.937700956498162
K12555	0.920059577390207	0.947032613929144
K20968	0.427118532436744	0.572226433851438
K05352	0.379209968668294	0.528630325983101
K03676	0.00338393139755207	0.0126487479771935
K03296	0.299796538510586	0.447847469940549
K14258	0.978906957387111	0.985995072960809
K15384	0.0266084265070551	0.0665995572012868
K08255	0.193182009844037	0.325058172145789
K09251	0.193800063935456	0.325667650749109
K10040	0.0705707110655078	0.147971783375
K08259	0.397765424564443	0.547075601798611
K10047	0.744938742384618	0.826789434811444
K00275	0.845704303438772	0.896414867542534
K19179	0.686766293835527	0.784985900744649
K13247	0.29207208857995	0.43979266576768
K11607	0.216488446433302	0.354045191388353
K05659	0.847749969349676	0.897088982323675
K00278	0.120423743000228	0.226645942925752
K11606	0.161377622590886	0.282424708356893
K01308	0.0142200943607559	0.040421273249921
K01302	0.486841329130864	0.622428228680369
K01301	0.892716403220087	0.930724893761415
K13722	0.135177813195529	0.247106013277716
K01305	0.473105254666773	0.611476329637827
K01304	0.927609244656179	0.951916683036607
K21969	0.215513693570209	0.352677664405636
K04774	0.00367951039659213	0.0135560875346715
K04771	0.263510592425701	0.408381256024122
K05851	0.000133162662956747	0.00168639581371343
K04773	0.704194939805793	0.79721068235519
K04772	0.00971373790819837	0.029916902414179
K21961	0.169750940651634	0.293148588486251
K02652	0.127826661879836	0.237332434584334
K05681	0.643886234197287	0.752185593918859
K02654	0.141071003042482	0.255675498928187
K05687	0.38664193749442	0.5359090944144
K21967	0.00155956693818965	0.00693181191131679
K05685	0.00992762497185733	0.0304283797301178
K00878	0.173898842003945	0.298589883521782
K00879	0.260999788059483	0.406221314891724
K13638	0.0038231530571755	0.0139225123133623
K00872	0.0239182650026995	0.0611284573939473
K00873	0.106405259606977	0.206129823690685
K13636	0.00735408351348529	0.0237711994712086
K20814	0.170283502965467	0.293830070779918
K00876	0.0345810254184625	0.0828090312348977
K00877	0.0876432595311436	0.176849716319085
K00874	2.21524408680398e-05	0.000881078722337426
K04487	0.107856962715592	0.207913592270004
K14656	0.553491368497009	0.681127521638451
K04485	0.00743517668150543	0.0239876327538303
K14654	0.000790458987555413	0.00422679484312309
K14652	0.00807844754993833	0.0257367812745532
K02315	5.0687118361125e-05	0.0011891618413663
K04480	0.0329399270550512	0.0795527365451923
K15497	0.663169396203633	0.767256987617629
K14778	0.350101480236089	0.499822388076817
K14659	0.396319660413419	0.545757214013118
K04488	0.145166793577387	0.261331027617565
K14389	0.612777037769253	0.727190652513582
K14388	0.353237231042573	0.503311151200039
K05546	0.927082898967205	0.951568354564928
K01273	0.353075618795608	0.503221717605946
K15255	0.30340056345626	0.451245185087882
K01271	0.00109094310243511	0.00528951555666393
K01270	0.814964537263125	0.876237478185126
K05776	0.826133967141728	0.88246916213146
K05541	0.00256861191659354	0.0101923641990473
K14383	0.35852048897148	0.508561663235944
K14382	0.732095441862753	0.818568134059975
K05772	0.684962046970241	0.783917159140901
K05773	0.165187458305807	0.287314434654889
K14387	0.0485442805827485	0.109112111455529
K01278	0.476413178099696	0.614808489152231
K15924	0.409593855033593	0.556361343643549
K16371	0.000658027373906621	0.00375141921675096
K01699	0.070505491173316	0.147895943783829
K01698	0.012990884358251	0.037799291822116
K15920	0.0913956850154756	0.182612022140419
K15921	0.408378084390182	0.555302571482484
K01695	0.0317931957553498	0.0771860560755775
K19956	0.549911145341731	0.678525846082102
K19955	0.376835620503248	0.525752300351339
K19954	0.751916479510386	0.832356337722848
K01690	0.000403925850949303	0.00284424136539821
K01693	0.111675097352492	0.213896885109682
K01692	0.499684304674811	0.634368133763331
K00906	9.70005325960513e-05	0.00146204093246668
K18359	0.889300280836886	0.928512659913985
K00903	0.130040035598685	0.239954266485287
K01455	0.150764676331816	0.268862058132726
K10557	0.0133318531053297	0.0386023020626251
K01452	0.730740985461463	0.818013612059393
K01451	0.00729497236672182	0.0236251299739063
K15552	0.00571056877965122	0.0193351977417952
K21906	0.00119407624777959	0.00566018824715634
K18029	0.418401907717624	0.563365276961234
K21375	0.238909510439352	0.380298135497705
K18020	0.892557903922662	0.930724893761415
K18022	0.877036003719195	0.920047454138558
K18023	0.499754609297237	0.634368133763331
K08147	0.952518570485247	0.968111807215091
K14811	0.916384714137808	0.944969532038805
K14810	0.817524486562544	0.877322335811533
K01051	0.826901122024922	0.883103337996408
K01050	0.0789203280824286	0.162009431559534
K01057	0.733602463522455	0.819567729162348
K01056	0.00849313410592856	0.0267565258250509
K17195	0.183243271391921	0.311691110810648
K08071	0.156324789962516	0.276240717007695
K05516	0.0274917181262887	0.0683066554323746
K05517	1.05729625249023e-05	0.000727391246138885
K05515	0.00058998071378308	0.00350059529879658
K02500	0.023120017255756	0.0595366756950197
K02501	0.0999752439420763	0.195909917978872
K02502	0.116435018133205	0.22068900868062
K02503	0.0474036906525251	0.107211101338074
K02504	0.00109266046769841	0.00529280156142018
K02505	0.000210957887904593	0.00202646733865963
K07694	0.232934186266327	0.373384112809153
K20509	0.815721958115435	0.876681547132295
K20678	0.416904981681102	0.562093024824811
K02849	0.000849890923895263	0.0044300904214719
K21755	0.707828375789894	0.800188250106079
K22041	0.000252647987111522	0.00220245017531637
K11781	0.889264328414549	0.928512659913985
K12949	0.0611095841891306	0.131993590626586
K13412	0.769359543826441	0.844868299745559
K22044	6.82911790459757e-05	0.00130535084056157
K11786	0.938590493298935	0.959098157500538
K02453	6.67315206230291e-05	0.00129668004386199
K12941	0.153655073276336	0.272353517698433
K12940	0.899934770355705	0.935395654528561
K11787	0.455917429965601	0.595776785499925
K02434	0.164918823360055	0.28694522547028
K02435	0.967141337179842	0.978481030918636
K03439	0.0412089369936814	0.0956220137806891
K03438	0.000727252755322069	0.00402002581687802
K05350	0.0974792948313029	0.192053827394026
K11784	0.541937778725699	0.672108460777719
K14729	0.107654285180323	0.207601502217055
K02433	0.269468862198857	0.414586273029428
K03433	0.0182266176651492	0.0491221336862227
K03924	0.0681232313041808	0.14366833909262
K03431	0.149714611503808	0.267343769612727
K03430	0.386219532871704	0.53546940137523
K02438	0.0316416627275249	0.07689150594073
K05359	0.605201050650231	0.722060949790657
K03923	0.00397057161819188	0.0143770840029978
K03745	0.00424459547739589	0.0151643758424017
K03744	0.285215255478413	0.432333067971569
K12381	0.725817739594777	0.814624804293874
K03210	0.382428913900778	0.531807047437548
K03217	0.894521067454894	0.932052139666981
K03216	0.735951040987875	0.821085679501059
K03215	0.00482548616645808	0.0167920504743859
K03742	0.0706612066476507	0.148100536452528
K13890	0.0710105025397278	0.148649041295129
K13891	0.316455095857612	0.46535901011297
K13892	0.399575761381888	0.548175988200544
K03218	0.139719400228892	0.253767915292647
K13894	0.0183727437297842	0.0493331425782339
K06890	0.0316388433206625	0.07689150594073
K13896	0.0218605595429869	0.0568106731155418
K09908	3.46382171525046e-05	0.00101802681049806
K06159	0.000220729387228566	0.0020753068826328
K06158	0.107215542837501	0.206912179145458
K21749	0.601893080080993	0.720319151549679
K18967	0.40811580076646	0.555242528514711
K03669	0.0618344826447336	0.133276609290575
K06153	0.0155459845741699	0.0432844964823266
K02343	0.0176753718019013	0.0478136651665673
K02340	0.000155753122948048	0.00181036335371807
K02381	4.4484611808714e-05	0.00114711734832433
K02346	0.0482284848950988	0.10858793608534
K06156	0.000656434164410708	0.00374744046347588
K21743	0.654116152605429	0.759831645360975
K07238	0.525188333493751	0.65677568307951
K03697	0.0484677713710535	0.108988261506199
K03696	0.216686265106301	0.35418320092943
K03695	0.00144279473629174	0.00650023717031971
K17624	0.210585703833165	0.347292458119418
K09479	0.26746473133665	0.412471291112856
K09478	0.039001444054593	0.090997411403269
K16868	0.0674336430359581	0.142390989919562
K07225	0.000137117876295399	0.00171025579078219
K09474	0.328816981779362	0.476382257893777
K21744	0.187905005370052	0.317921031019918
K06895	7.33701263993336e-05	0.00131204453797294
K09471	0.010987036536352	0.033176158366885
K09470	0.0049785339279388	0.0172166303756968
K03699	0.0851466575242109	0.172564344528566
K03698	0.0468147979987325	0.106123837223755
K03327	0.0626486151701367	0.13446209942292
K03326	0.000891337281169016	0.00454234043887033
K03325	0.611781673908421	0.726819099720562
K03324	0.000819284195433406	0.00434929701663344
K03322	0.098904275347134	0.194259901926026
K03321	0.393298013226005	0.542770448721495
K03320	0.00043827612906711	0.00293587338563244
K06211	0.00232014405551529	0.00935221962520057
K22133	0.000850790587040104	0.0044300904214719
K22132	0.0541603229755977	0.119054492344028
K22131	0.000435622632759656	0.00293236152350379
K22130	0.0183304798120377	0.0493237170840823
K19575	0.289832947772977	0.437067398433716
K19577	0.41994700485159	0.564997410597105
K13963	0.715460815609702	0.805342992090085
K21747	0.0285501032112828	0.0706604644864565
K12164	0.657431840621035	0.762237645320358
K04770	0.00639062877254652	0.0212228904638189
K20450	0.974312278767854	0.983001151646284
K04801	0.0208254251160474	0.0546520043091455
K04800	0.0211647966130462	0.0553699792173784
K03490	0.000210626784918211	0.00202646733865963
K07334	0.983456260538391	0.988587835587185
K07335	0.263073343850913	0.408076292975319
K21470	0.00160160110389262	0.00703263792910449
K08369	0.00169393443945517	0.00731452097647691
K03101	0.990920668277112	0.993653165688158
K03100	0.937735103772938	0.958970013875036
K00852	0.116171543778579	0.22034348023284
K07740	0.000129733284302672	0.00166697083442216
K04758	0.0103060285823369	0.0314933922645121
K20451	0.558324399092578	0.685087856297979
K17713	0.00021903689412871	0.00207056719886731
K16209	0.0480755408260775	0.108313601811576
K00367	0.536092156210565	0.666790472300627
K17716	0.658162651627441	0.76291121571842
K11942	0.565001494365458	0.691115475207723
K17248	0.985485619039509	0.989567512136122
K09876	0.702954048510359	0.796691687659448
K07257	0.00207124861168174	0.00859390927634208
K16043	0.0852274027327487	0.172590575701044
K16044	0.0583683401013528	0.126934309891494
K04753	6.59992114392468e-05	0.00129668004386199
K07107	0.306153100590033	0.454861215819285
K07770	0.478735027095351	0.616489759265004
K21363	0.0961238150901904	0.189971406298199
K19266	0.0722084418450316	0.150476126661095
K21367	0.366196534158053	0.515714123208478
K11075	0.0476622180336013	0.107649745137366
K11076	0.00229667458125124	0.00927229999456786
K03797	0.328025640203945	0.47566844964804
K06881	0.00409505918042681	0.014733530945267
K05581	0.741999939850942	0.825817072063412
K06885	0.000222984879189108	0.00207534921380575
K06884	0.00218600942197351	0.00892459820951654
K06334	0.0242680127483811	0.0618360625135175
K06889	0.0975618200015959	0.192142060204304
K06888	0.0258224993871176	0.064971314721906
K09858	0.0259761383160597	0.0652414998357473
K10947	0.354030056703284	0.504017622672376
K09695	0.203386597007382	0.338268920406594
K15779	0.0735742480685663	0.152697308160241
K09697	0.0601660376273313	0.130342679813082
K12340	2.65176797138035e-05	0.00092800744327307
K11707	0.967742622381027	0.978700375554591
K09693	0.00728925537801438	0.0236216417119486
K09692	0.261671535517636	0.407142355537984
K09698	0.0113121923091808	0.0339365769275423
K05297	0.262423535305791	0.40756504522324
K07590	0.85615203632741	0.903028623150927
K07592	4.62324772887016e-05	0.00114711734832433
K03799	0.064288164775266	0.137286512949194
K10810	0.66717830808234	0.770205162459681
K07336	5.902649137808e-05	0.00126794880846331
K07358	7.34497531570002e-05	0.00131204453797294
K07772	0.151442254728733	0.269484038463051
K15335	0.937873050301278	0.958970013875036
K12614	0.953918580477038	0.968761119730421
K00483	0.00294543479240519	0.0113256861994976
K11250	0.000941874849994916	0.00470412434484781
K05995	0.612620426278443	0.727190652513582
K05992	0.105249567381541	0.204435538931485
K11127	0.916927006526382	0.945145857506745
K07442	0.203737454721405	0.338741796860441
K07443	0.0131317612335205	0.0381420144048384
K08674	0.193702761617187	0.325667650749109
K07447	0.357084156763467	0.507230871116856
K10831	0.504408628864876	0.63847447278744
K03403	0.969533821747215	0.979927871057191
K00645	0.556439956563322	0.683958958315256
K08679	0.805705369632936	0.869035177288406
K07448	0.144993340543985	0.261111106016778
K00641	0.570130334365605	0.694884733601938
K00640	0.000563981046393395	0.0034260398824003
K00643	0.388762302814677	0.538554798266536
K07684	0.133771581478866	0.24523987083504
K07685	0.315837283937889	0.464722080488475
K10545	0.0528263864162255	0.116676413555316
K10544	1.76720166227439e-06	0.000452667882482222
K10543	0.00318694688878406	0.0120630086325648
K10542	0.153683279413797	0.272353517698433
K10541	0.41666171998967	0.562062749461423
K10540	0.337609051083895	0.485253438472081
K07688	0.497531594056158	0.632442782856405
K07689	0.0062257311069389	0.0207837357806072
K06421	0.736897777089634	0.821806480430083
K10548	0.995141334028	0.996707560798061
K14208	0.0438127908378017	0.100836762276333
K10875	0.121412969076278	0.228170330589638
K19005	6.13754905855812e-06	0.000679266570806943
