	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2	Foxp3	Ccr2	Cxcr6	Tcf7	Ccr7	Cxcr5	Mki67	Ccnb2
cell5811	5037	1762	KO	B	1.31030375223347	TRUE	8	5.00868673248935	0.854464250984806	0	1.09370316377667	1.09370316377667	0	0	0	1.09370316377667	2.39119501956213
cell5812	7423	2363	KO	B	1.4549373568638	TRUE	8	3.64789457245517	1.71219490784706	0	0	0.853207884305358	1.85452405494612	2.04586163179667	1.30679878920438	1.61770220052854	1.85452405494612
cell5813	7440	2280	WT	B	1.34408602150538	TRUE	8	2.88192577286411	1.81445288974347	0	0	0	2.57236595511659	0.851895569635833	0	1.61586880276439	2.67006170336998
cell5814	9785	2770	KO	B	0.929994890137966	TRUE	8	5.7238299362247	0.64268167633118	0	0.704073473989348	1.96456848611257	0	0	0	1.96456848611257	1.8099041925235
cell5815	8008	2481	KO	B	1.43606393606394	TRUE	8	5.95073289795566	0.324028450432438	0	0	1.5573556218717	0	0	0	1.79092662167429	1.98013989005637
cell5816	7720	2100	KO	B	0.492227979274611	TRUE	8	4.10546417160678	2.19481069165768	0	0	1.58637609372857	0.83087958114025	0	0	0.83087958114025	1.58637609372857
cell5817	9463	2433	WT	B	1.34206911127549	TRUE	8	2.67298765106845	1.61969770807328	0	0	0	2.12790204699287	1.83796481285787	1.13574578131765	0.721125769734342	1.13574578131765
cell5818	9320	3072	KO	B	1.03004291845494	TRUE	8	0.212375830847507	-7.19219593387542	0	0	0	1.14610724832095	0	0	0	2.00657083614991
cell5819	11626	2942	KO	B	0.97195940134182	TRUE	8	4.89432783051181	0.496377426567692	0	0	0.620652325244187	0	0	0	0	1.66783989013256
cell5820	12807	3340	KO	B	0.585617240571562	TRUE	8	6.23977346344638	-1.04163388591705	0	0	1.41665186123847	0.577075609940078	0	0	0.577075609940078	1.73782020798237
cell5821	11671	3187	KO	B	1.07959900608345	TRUE	8	5.91906900330234	-0.152335208472592	0	1.27269831079635	2.68847272196526	0	0.618867828799977	0	1.27269831079635	2.42319925465363
cell5822	8232	2825	WT	B	1.50631681243926	TRUE	8	-5.69507865981411	4.05075832027497	0	0.795149293411635	0	0	0	0	1.76799370265536	2.3719407104721
cell5823	11015	2860	KO	B	0.862460281434408	TRUE	8	5.3760516159122	1.17730678934159	0	1.7118617553295	1.53286172687296	0	0	0	0.645978488202773	1.31467987320041
cell5824	8546	2669	KO	B	0.737186988064592	TRUE	8	5.41188306732822	0.382813412132877	0	0.774790795156201	1.92434943281094	0	0	0	1.92434943281094	2.08204171551577
cell5825	3863	1681	KO	B	2.58866166192079	TRUE	8	2.69971342011142	2.31737990993561	0	0	0	2.17087888921422	0	0	2.63499970211099	1.27777933687209
cell5826	9115	2526	KO	B	1.5907844212836	TRUE	8	5.67528695984531	1.06373747009339	0	1.45658461700642	1.45658461700642	1.16133209715846	0	0	1.16133209715846	2.16098108204032
cell5827	6388	2119	KO	B	2.75516593613024	TRUE	8	2.82336206360508	2.53381510395111	0	0	0	2.17783513955591	0	0	1.98261957474169	1.73981781960705
cell5828	7104	2406	KO	B	1.12612612612613	TRUE	8	2.62837476654697	2.46356936115326	0	0	0	1.89169991741654	0.87865434859282	0	0	1.33902331277977
cell5829	11814	2904	KO	B	1.77755205688167	TRUE	8	2.50342531128574	1.51881338972153	0	0	0	2.48523107094593	3.13583273996759	0	0.613266696621508	1.47837511413423
cell5830	11071	2927	KO	B	1.22843464908319	TRUE	8	5.66710729523349	1.01681967395844	0	0	1.03194583139752	1.31097319946771	1.03194583139752	0	0	1.85935030049707
cell5831	8766	2564	KO	B	1.34610997033995	TRUE	8	2.68459577484775	2.37272627967896	0	0	0	2.059828834746	0	0	0	1.18831353218508
cell5832	9142	2613	KO	B	1.15948370159702	TRUE	8	4.77361841126133	1.17149253505768	0	2.02328318098071	2.38367398597142	1.15930125268211	0	0	1.68183488639596	2.15836452739886
cell5833	8750	2626	KO	B	1.24571428571429	TRUE	8	5.65867967529941	0.0214885057836951	0	0.762140052046897	0.762140052046897	1.48807705542983	0.762140052046897	0	0	2.19722457733622
cell5834	6835	2157	KO	B	1.33138258961229	TRUE	8	2.54715032501865	2.43182142395081	0	0	0	2.41960379533138	0	1.68439200995886	0	1.36765053545288
cell5835	9981	2541	KO	B	1.53291253381425	TRUE	8	2.80147380753208	2.19446157235207	0	0	0	2.19891525122762	0	1.38772105556125	1.38772105556125	1.0998805619841
cell5836	9891	2791	KO	B	1.25366494793246	TRUE	8	4.43982000275302	1.2758693279654	0	0	1.10593217898386	1.39452548178497	0	0	1.10593217898386	1.80090099065761
cell5837	11108	2963	KO	B	1.06229744328412	TRUE	8	5.31385869904209	0.946438509407658	0	1.52627547128452	1.52627547128452	0	0	0	1.30853718031827	2.10438004655306
cell5838	7453	2509	KO	B	1.34174158057158	TRUE	8	2.94382877274204	2.08744287807049	0	0	0	1.85112311160459	0.850894917743143	0.850894917743143	1.61447017766437	0.850894917743143
cell5839	9386	2915	KO	B	1.39569571702536	TRUE	8	2.93520708008457	2.61810519117417	0	0	0	2.1351028129161	2.35979204130028	0	0	1.14129915308153
cell5840	8420	2613	KO	B	1.44893111638955	TRUE	8	4.68523759766269	1.03808154481949	0	1.51796832908618	1.74930312325568	0.782827202572925	0.782827202572925	0	0.782827202572925	0.782827202572925
cell5841	6348	2160	WT	B	0.693131695022054	TRUE	8	4.06092424317051	1.78492352682652	0	1.74499937916894	1.42325256811428	1.98803833847065	2.48716203350348	0	1.74499937916894	0.945965763037868
cell5842	7878	2476	KO	B	1.20588981975121	TRUE	8	3.01155013962436	2.26601206082405	0	0	0	2.41187542440194	1.26376378275898	0.819496842116947	1.26376378275898	1.80458204417422
cell5843	9026	2686	KO	B	1.32949257699978	TRUE	8	2.71593923493076	2.282727229777	0	0	1.464118789268	1.69224146822582	1.16808267864336	0	0	1.16808267864336
cell5844	10595	3008	KO	B	1.36857008022652	TRUE	8	6.14513559265781	-0.510525029715878	0	0	1.06045440519424	0	0	0	1.34326271459415	2.25072036292094
cell5845	8814	2516	KO	B	1.00975720444747	TRUE	8	3.49621314926792	1.94158289897742	0	0.758259907129964	0	1.89803855538271	0.758259907129964	0	1.18452001371949	1.7116757905415
cell5846	6344	2077	KO	B	1.45018915510719	TRUE	8	5.36124296112705	0.88881536144318	0	0	1.98858234946178	0	0	0	2.18396627311056	2.18396627311056
cell5847	10464	2831	KO	B	0.774082568807339	TRUE	8	5.6915509216373	0.911143022957462	0	0	1.35247189521277	0	0	0	1.35247189521277	1.75410735189229
cell5848	8912	2524	WT	B	0.819120287253142	TRUE	8	5.07357377930332	1.15572078842224	0	1.17685805066494	1.88864612186574	0	0	0	1.17685805066494	2.04543164512683
cell5849	6438	2130	KO	B	1.32028580304442	TRUE	8	2.85602397843051	2.64228035825791	0	0	0	1.97590015670356	0	0	0.937377794849692	1.41258443628059
cell5850	8814	2658	KO	B	1.19128658951668	TRUE	8	3.65652866287876	1.70300273913445	0	1.18452001371949	0.758259907129964	1.89803855538271	0	0	0	1.18452001371949
cell5851	31600	4958	WT	B	0.715189873417721	FALSE	8	1.25832862778354	-7.37148861270843	1.06427415108722	1.49984906066675	1.692009066461	0	0	0	1.06427415108722	1.74864934557433
cell5852	8025	2680	KO	B	1.05919003115265	TRUE	8	0.0880097858493381	-7.29950718265472	0	1.25053529994214	0.809198014154933	1.25053529994214	0	0	2.68833479741627	2.13731361565323
cell5853	11816	2923	KO	B	1.64184157075152	TRUE	8	2.74205369873691	1.86095498818459	0	0	0	2.83790184596963	2.78708203397039	0.990514762676311	1.47824443665154	2.33305716430935
cell5854	6718	2513	KO	B	1.7862459065198	TRUE	8	1.95767421646762	2.48174123782219	0	0	0	2.43534587022359	1.69847660684791	0	0	0
cell5855	12405	3262	KO	B	1.33010882708585	TRUE	8	2.63438577576328	2.39105452913346	0	0	0.591184531094342	2.11083592239459	0.591184531094342	0	0	0.591184531094342
cell5856	10232	2884	KO	B	0.967552775605942	TRUE	8	5.53979368134189	0.967807370606083	0	1.59113220953527	1.92628398334737	0	0	0	0.681745445091122	2.37706717141506
cell5857	12435	3167	KO	B	0.940892641737033	TRUE	8	5.73703164978672	-0.321590465125424	0	0.958723009409651	0.590107162172579	0.958723009409651	0.958723009409651	0	1.76217453073825	1.439059230031
cell5858	10884	2940	KO	B	0.735023888276369	TRUE	8	4.86175556107212	0.898140984955448	0	1.32344496754583	1.8737509171921	1.04294442952557	0.651689494627306	0	1.32344496754583	1.72167659349642
cell5859	10253	2726	KO	B	0.663220520823174	TRUE	8	5.40842504425693	1.1805364074141	0	1.58949990096171	1.08202500742524	0	0	0	1.36761418956058	1.58949990096171
cell5860	9290	2904	KO	B	1.248654467169	TRUE	8	3.59273738785434	1.65660052317681	0	0	0	1.66878266789154	0.730648274091891	0	1.66878266789154	2.26295094670338
cell5861	11570	2875	KO	B	1.09766637856525	TRUE	8	5.04158754273105	1.19593228715958	0	0	0.62288791919548	1.49452456685728	1.00379176136432	0	0.62288791919548	2.17233267474582
cell5862	8546	2316	KO	B	2.25836648724549	TRUE	8	3.89525051041294	2.54159458297791	0	0	0	1.73704846483192	0.774790795156201	0	0	1.20605348398574
cell5863	10166	2874	KO	B	1.05252803462522	TRUE	8	6.12716360016513	-0.249328893241268	0	0.684949198946313	1.59628868737126	0	0	0	1.08766664332135	2.0650506658101
cell5864	13847	3264	KO	B	0.714956308225608	TRUE	8	5.32904214783359	0.71801515239777	0	0	1.67392678259546	0.543589820586508	0	0	1.52842099358076	1.91359719394598
cell5865	7705	2296	KO	B	1.20700843608047	TRUE	8	5.35192651673008	0.866371113243717	0	1.58792324288253	0.831977616791788	0	0	0	1.27974343354723	2.43210944152366
cell5866	6467	2212	KO	B	1.32982835936292	TRUE	8	5.79291410370517	0.87916644233765	0	0	0.934646055771406	1.97203006076928	0	0	0.934646055771406	2.16694407425569
cell5867	11379	3177	KO	B	0.544863344757887	TRUE	8	6.04360647125888	-0.225117963370663	0	2.18709641774221	1.01436932799075	0	0	0	1.50745997729146	1.68529820573223
cell5868	7537	2504	KO	B	1.36659148202202	TRUE	8	4.07977409287143	1.43152501005234	0	0	0.844488709825823	2.56040756833491	1.29570633004373	0	1.60550288834608	2.03260399425948
cell5869	5542	1867	KO	B	1.67809455070372	TRUE	8	2.93647403641391	2.41488282698693	0	0	0	2.30478404487234	2.61233334653222	0	1.52796870963328	1.52796870963328
cell5870	3984	1621	KO	B	1.53112449799197	TRUE	8	4.19456119461704	1.72059409636559	0	0	0	1.25562747919083	0	0	1.25562747919083	1.79510060163789
cell5871	9066	2734	KO	B	1.00375027575557	TRUE	8	5.25397462769199	0.458122807922977	0	0.743375491552729	2.03053141664232	0.743375491552729	1.16503795368532	0	1.68863517805918	2.79985800837221
cell5872	10878	3017	KO	B	1.78341606913035	TRUE	8	6.03650255127597	-0.0821948466867028	0	0	1.32384962001882	1.32384962001882	0	0	2.22716946492408	2.22716946492408
cell5873	9910	2746	KO	B	1.47325933400605	TRUE	8	5.42731542511631	1.49103488344254	0	0	1.953664352182	0	0	0	0	2.08735665304447
cell5874	7094	2319	KO	B	0.775303073019453	TRUE	8	5.74273557587314	0.584311562958378	0	1.8928962480213	0	0	0	0	2.24684526485017	2.38577610017797
cell5875	7644	2183	KO	B	0.902668759811617	TRUE	8	2.92980260773349	2.45881210583748	0	0	0	2.43936212856741	1.82983567764063	0.836474755864667	0.836474755864667	1.59425255261851
cell5876	8278	2868	KO	B	1.497946363856	TRUE	8	6.14513082428623	-0.593745511588436	0	1.76337457702404	2.10998621301663	0	0	0	1.76337457702404	1.95162327032171
cell5877	7300	2237	KO	B	1.6986301369863	TRUE	8	5.38765497131992	1.78755395430626	0	1.31901235403657	1.63111897849542	0.862832153349388	0	0	0	0
cell5878	12271	3203	KO	B	0.67639149213593	TRUE	8	6.00109262390781	-0.482208531913143	0	2.12038739781423	2.29900113774933	0	0	0	1.77318418720489	2.12038739781423
cell5879	5197	2320	KO	B	1.90494516066962	TRUE	8	-13.9601014144833	1.2795376958281	0	0	0	2.16294917692777	1.57864340378529	1.91287931567297	2.6720298005167	1.07301650392516
cell5880	12912	3506	KO	B	1.71158612143742	TRUE	8	2.47383136673618	2.40687145608963	0	0	0	1.9734956971021	0	0	1.58357981299711	1.20099439557168
cell5881	7219	2356	KO	B	1.12203906358221	TRUE	8	5.21966810150791	0.990870553436893	0	0	1.32719881969858	0.869296986147025	0.869296986147025	0	0.869296986147025	1.32719881969858
cell5882	7047	2320	KO	B	1.1068539804172	TRUE	8	4.86792297287632	1.34804208892884	0	0.883372240823902	2.25279187165251	0	0	0	1.34497409906698	2.51384620832312
cell5883	12626	3266	KO	B	0.92665927451291	TRUE	8	5.6069619171207	0.0722083629995764	0	1.87856622102761	0.949351336568677	0	0	0	1.74956480449501	2.09533313199406
cell5884	12853	3533	KO	B	0.68466505874115	TRUE	8	1.8499285690372	0.00617809909881961	0	0	0.938465817833737	1.2041984071337	0	0	1.41393722800484	2.25741127156545
cell5885	6227	2007	KO	B	1.20443231090413	TRUE	8	5.63766164704013	1.46391906160416	0	0	2.36419355888731	0	0.957781845667085	0	1.43789473859188	2.00466936707751
cell5886	7905	2562	KO	B	0.961416824794434	TRUE	8	5.822352122504	0.183205801430363	0	0	2.1506141988946	0	0	0	0.817584532788961	1.26131041357896
cell5887	10304	2742	KO	B	0.824922360248447	TRUE	8	5.93925733490634	0.289822656098026	0	0	0.678285741610034	0	0	0	0.678285741610034	2.68012774048259
cell5888	6549	2105	KO	B	1.55748969308291	TRUE	8	5.75354642792392	0.482170421066898	0	0.92701331080089	1.39967971595927	0	0	0	1.71934145980446	2.58139836130453
cell5889	4903	1562	KO	B	1.69284111768305	TRUE	8	3.45627708359409	2.84035988468232	0	0	0	2.58304658493409	1.96272552273033	0	0	1.96272552273033
cell5890	9645	2589	KO	B	0.891653706583722	TRUE	8	5.2987229339664	1.30448283571305	0	0.711383206652731	1.41352519036667	0.711383206652731	0	0	0	1.9769712637823
cell5891	14634	3516	WT	B	1.23684570179035	TRUE	8	0.169777344900852	-7.27148250919281	0	1.75498848866664	1.31730881110792	0.520780014057454	0	0	1.48539299966062	2.29085882502073
cell5892	8523	2562	WT	B	1.59568227150065	TRUE	8	5.06963510437656	0.774232465210575	0	0.776244811600425	1.20794238781474	0	0	0	2.44752163191848	1.92665144782273
cell5893	8152	2552	KO	B	0.67468105986261	TRUE	8	6.01194734497715	0.351813870850223	0	1.23935510409886	1.23935510409886	0.800517451557117	0	0	2.12347720882012	2.26039235243022
cell5894	10727	2776	KO	B	1.10002796681272	TRUE	8	5.8857590667789	0.127842623177189	0	0.658673270559475	0.658673270559475	0	0	0	0	2.23964995930867
cell5895	8653	2464	KO	B	0.95920490003467	TRUE	8	4.85828466339756	1.3944081248671	0	0	0	0	0	0	0	1.91373264306186
cell5896	11775	3127	KO	B	1.0276008492569	TRUE	8	5.06086225433994	0.329123455467838	0	1.26631943457898	2.25050928221756	0	0	0	0.992701177173036	1.80755758610465
cell5897	5532	1904	KO	B	1.19305856832972	TRUE	8	5.76012773438144	0.542556125107426	0	2.10786596166046	2.73834116112488	0	0	0	1.03235299806691	2.30641001737004
cell5898	7093	2343	WT	B	0.747215564641196	TRUE	8	5.14950342102695	0.683960634651798	0	0.879560640754181	2.50786813101508	0	0	0	0.879560640754181	0.879560640754181
cell5899	9026	2668	KO	B	1.26301794814979	TRUE	8	-0.715672064584012	-6.21312240940033	0	0.745697163379456	1.16808267864336	1.16808267864336	0	0	1.464118789268	2.16966761084015
cell5900	9126	3002	KO	B	1.27109357878589	TRUE	8	0.140601586539035	-7.22825817447601	0	1.45565972513391	0	0	0	0	2.02480344377876	2.15991403610992
cell5901	7993	2392	KO	B	0.988364819216815	TRUE	8	5.77529210968662	0.269464808884281	0	1.55883577358735	1.25338832027611	0	0	0	0.8114166347265	2.14083860005695
cell5902	6883	2229	KO	B	1.06058404765364	TRUE	8	5.40351552887607	0.788283068123478	0	0	2.11194192330395	0	0	0	1.36243951315397	2.11194192330395
cell5903	6436	2251	KO	B	1.35177128651336	TRUE	8	3.34316940231967	1.93920229691567	0	0	0	1.97616779134565	1.41281948847807	0	1.73365006775243	2.17120002362077
cell5904	14197	3515	KO	B	1.19743607804466	TRUE	8	2.86136884613681	2.35931755918564	0	0	0	1.89235765925999	1.33959488167876	0	0	0.533197983854519
cell5905	13345	3577	KO	B	0.996627950543275	TRUE	8	0.867506217200046	-1.57215980869232	0	0	0	1.17804957346412	0.559241045566413	0	1.55745419419753	2.5047227456006
cell5906	9284	2936	KO	B	0.732442912537699	TRUE	8	5.76809091492343	-0.0249569831460534	0	0	1.14874880337221	0	0	0	1.85404696668248	1.85404696668248
cell5907	10117	2722	KO	B	1.1762380152219	TRUE	8	5.77030820770908	1.3162803234488	0	0	2.18689164883813	1.78207548621636	0	0	0	1.09087261915375
cell5908	10031	2896	WT	B	1.09660053833117	TRUE	8	4.8648178093021	0.25406022686066	0	0.691600775642493	1.38397385605516	1.09654988357276	0.691600775642493	0	1.78918079756115	1.38397385605516
cell5909	5884	2074	KO	B	0.900747790618627	TRUE	8	5.84181661530185	0.366226393166202	0	0	0	0.993075510529814	0	0	1.48138821445583	1.48138821445583
cell5910	10246	2631	KO	B	1.02479016201444	TRUE	8	5.37638730927158	1.40418280977311	0	1.08247655881154	1.59004355626372	0	0	0	0.681069857659549	1.92511598157395
cell5911	9197	2482	KO	B	1.42437751440687	FALSE	8	2.7570445053165	2.86645128149094	0	0	0	1.67695530210886	0	0	1.67695530210886	1.86199352100967
cell5912	12977	3445	KO	B	1.27148031132003	TRUE	8	3.12661333008457	2.20840441006722	0	0.571315155840473	0.932631789018124	1.96917359098359	0	0	0	0
cell5913	8232	2442	KO	B	1.74927113702624	TRUE	8	5.57580537720371	1.17168541568818	0	0	1.53564386274411	0	0	0	0	2.11488466448506
cell5914	5809	2072	KO	B	0.860733344809778	TRUE	8	4.73514909668613	1.14991064685883	0	1.49131482929693	2.5688085800989	0	0	0	0	2.4273481680831
cell5915	10556	2856	KO	B	0.871542250852596	TRUE	8	5.56931848450351	0.923473674240726	0	0	1.06286664703804	0	0	0	1.06286664703804	2.14927402522698
cell5916	10051	2953	KO	B	0.427818127549498	TRUE	8	1.14895744248081	-7.38198189121185	0	0.690606895777964	1.60537035353901	0	0	0	0.690606895777964	1.78752206913408
cell5917	7845	2469	KO	B	1.08349267049076	TRUE	8	3.55527038498569	2.3289037527472	0	0	0	1.26677703085664	1.99789063329586	0	0.821846970757128	0
cell5918	5248	1936	KO	B	1.20045731707317	TRUE	8	3.33365745468784	1.89287799167933	0	0	1.06660129527006	0	1.06660129527006	0	1.57089989302168	2.52034834275026
cell5919	10960	2777	KO	B	1.75182481751825	TRUE	8	2.92610425873447	2.25119619387688	0	0	0	1.71596562985852	1.31834369921138	0	0.648363577932972	1.53678872974404
cell5920	10229	2718	KO	B	1.01671717665461	TRUE	8	5.64895219727207	1.37967904228272	0	0	2.544067615753	0.681890394945684	0	0	0.681890394945684	1.59136572566765
cell5921	11705	3250	KO	B	1.14480991029475	TRUE	8	6.13792486115146	-0.559581798133236	0	0.617526547808683	1.8125443792383	0	0	0	1.8125443792383	2.25584536688784
cell5922	7988	2258	KO	B	1.13920881321983	TRUE	8	5.50876016541172	1.68377279061379	0	1.79301056409911	1.98229567703508	1.25383543133008	0	0	0	1.98229567703508
cell5923	8439	2451	KO	B	1.20867401350871	TRUE	8	5.60471410675693	0.75869889873566	0	1.74744145620018	2.2294574344734	0	0	0	1.51620875101972	2.2294574344734
cell5924	13211	3214	KO	B	0.900764514419802	TRUE	8	5.59539480133701	0.566772419396061	0	1.18504527657086	2.23284851693176	0	0	0	1.39321532599534	1.56542852074445
cell5925	6167	2161	WT	B	1.23236581806389	TRUE	8	3.55669231339145	1.56016414183678	0	0.963759631610114	0	2.20911689981544	0.963759631610114	0.963759631610114	0	2.51371580201483
cell5926	12599	3059	KO	B	1.12707357726804	FALSE	8	2.2210280410831	1.70614768880906	0	0	0	1.42907966242761	1.42907966242761	0	0	1.21821333309291
cell5927	11186	2867	KO	B	1.18898623279099	TRUE	8	5.38825006409336	1.1718933762938	0	1.30343539638376	1.52080306075522	0	0	0	0	0
cell5928	7511	2085	KO	B	1.22487019038743	TRUE	8	5.38635415955234	1.58088182229103	0	1.60826561059201	2.03560762115091	0	0	0	0	1.29821731198998
cell5929	7098	2109	KO	B	1.15525500140885	TRUE	8	2.87499875946689	2.88894011396469	0	0	0	1.65375000558018	0	1.33964687019993	1.33964687019993	1.65375000558018
cell5930	10638	2867	KO	B	0.98702763677383	TRUE	8	5.48107595368076	1.04264183658661	0	0	1.3402710931407	0.662701540373397	0	0	1.05780857227038	1.89313574700399
cell5931	6538	2213	KO	B	0.764759865402264	TRUE	8	-0.240954447549099	-7.11575035434661	0	1.72072150661236	1.96263787486274	0	0	0	1.72072150661236	2.58295231552741
cell5932	10352	2796	WT	B	1.28477588871716	TRUE	8	5.04110021515537	1.32022084611954	0	1.07568267543411	2.04923724521663	0	0	0	0	1.76301434925245
cell5933	11783	3252	WT	B	0.882627514215395	TRUE	8	5.62527627869297	-0.595013660010677	0	0	0	0.992273740915139	0	0.614472034335016	1.26583174351062	2.33558295773276
cell5934	7740	2447	WT	B	1.40826873385013	FALSE	8	2.65602369232822	2.29950167554917	0	0	0	2.00954848663315	0	0	1.58431885233877	2.16927515978799
cell5935	8018	2831	KO	B	1.53404839111998	TRUE	8	2.4262282363956	2.4261800827414	0	1.25115814655361	0.809682244008933	2.39585232479587	0	0	1.25115814655361	1.25115814655361
cell5936	3035	1396	KO	B	3.78912685337726	TRUE	8	2.82661695404697	2.84741516727509	0	0	0	2.02680337387642	2.38735618097039	1.457426622874	2.02680337387642	1.457426622874
