	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2
cell2666	22430	4067	KO	A	0.962995987516719	TRUE	3	3.7578932754581	-3.96701101642547
cell2667	12624	3083	KO	A	1.60012674271229	TRUE	3	4.33429355545688	-1.66483406406341
cell2668	25347	4405	KO	A	1.29798398232532	TRUE	3	3.03707332535434	-4.49150089603363
cell2669	26666	4446	KO	A	0.855021375534388	TRUE	3	4.24187440796543	-3.78106407504974
cell2670	12899	3329	KO	A	1.19389099930227	TRUE	3	3.14746637268711	-4.22209982257782
cell2671	13729	3192	KO	A	1.76269211158861	TRUE	3	3.47015590592075	-4.6750436244577
cell2672	19292	3943	KO	A	0.927845739166494	TRUE	3	3.89919872208286	-3.64727501254974
cell2673	21558	4139	KO	A	1.16430095556174	TRUE	3	4.06553859635044	-3.02445320468841
cell2674	16435	3490	KO	A	0.870094310921813	TRUE	3	4.48887128754306	-2.14762644153534
cell2675	19012	3731	KO	A	0.952030296654744	TRUE	3	4.94477624817539	-0.994278710898739
cell2676	23365	4477	KO	A	1.0057778728868	TRUE	3	3.127772044379	-4.31541113239227
cell2677	2970	1434	KO	A	0.336700336700337	TRUE	3	-11.5773842819149	1.09245731252732
cell2678	5898	2204	KO	A	1.67853509664293	TRUE	3	4.10960740967441	-0.0897841868966638
cell2679	19109	3712	KO	A	0.743105343032079	TRUE	3	3.997147750098	-3.18015055042205
cell2680	20198	4056	WT	A	0.96049113773641	TRUE	3	4.41596383972812	-1.40933732372223
cell2681	23084	4118	KO	A	0.740772829665569	TRUE	3	4.35532922669101	-3.18821863513885
cell2682	19047	3999	KO	A	0.861027983409461	TRUE	3	3.96675033493686	-3.04708341937957
cell2683	11788	3230	KO	A	1.13674923651171	TRUE	3	4.49871654434848	-0.260458510932308
cell2684	16949	3876	KO	A	1.09150982358841	TRUE	3	4.20071954651523	-1.83339433055816
cell2685	24427	4269	KO	A	0.794203135874238	TRUE	3	3.50244493408847	-5.1312466083139
cell2686	17425	3587	KO	A	0.820659971305595	TRUE	3	4.25712795181919	-2.2046256480783
cell2687	24718	4742	KO	A	0.853628934379804	TRUE	3	3.25374479218174	-3.79111103397308
cell2688	20297	3961	KO	A	0.591220377395674	TRUE	3	3.64276428147007	-4.74372867923675
cell2689	22735	4471	KO	A	0.963272487354299	TRUE	3	3.12807912750888	-4.21169857364593
cell2690	20446	4127	KO	A	0.577130000978186	TRUE	3	4.55022878571201	-3.3075743136972
cell2691	22438	4108	KO	A	0.85569123807826	TRUE	3	3.48218841477085	-3.48926786762176
cell2692	18220	3959	KO	A	0.965971459934138	TRUE	3	3.4813367836063	-1.20438866001068
cell2693	13855	3569	KO	A	0.606279321544569	TRUE	3	3.49630088730503	-1.28494767528473
cell2694	17529	3615	KO	A	0.701694335101831	TRUE	3	4.07234926148105	-2.94802336078582
cell2695	23864	4235	KO	A	0.657894736842105	TRUE	3	4.05243034287143	-3.5615182338327
cell2696	17670	3907	KO	A	1.2450481041313	TRUE	3	2.50577278061557	-3.70423607212005
cell2697	15506	4076	WT	A	1.43815297304269	TRUE	3	2.56624479218174	-3.63366846424041
cell2698	19211	3712	KO	A	1.27531101972828	TRUE	3	3.62236089630771	-3.80222610813079
cell2699	16426	3678	KO	A	1.02885669061244	TRUE	3	4.56214399262119	-1.82512215953765
cell2700	25555	4464	KO	A	0.856975151633731	TRUE	3	4.16029281540561	-3.86028150897918
cell2701	19938	4021	KO	A	0.717223392516802	TRUE	3	3.77553052826572	-3.6928544459909
cell2702	14176	3407	KO	A	1.20626410835214	TRUE	3	4.56976671143222	-2.08925394397674
cell2703	19273	4199	KO	A	0.970269288642142	TRUE	3	3.59574098511386	-3.12470058780609
cell2704	11179	2983	KO	A	0.72457285982646	TRUE	3	4.83140058441806	-1.00696114879547
cell2705	10565	2905	WT	A	1.2588736393753	TRUE	3	3.99896306915927	-1.24383596759735
cell2706	23657	4309	KO	A	1.1201758464725	TRUE	3	4.5328652374332	-3.12075380664764
cell2707	16661	3718	KO	A	1.28443670848088	TRUE	3	5.106287669379	-0.86097769123016
cell2708	15657	3476	KO	A	0.862234144472121	TRUE	3	3.34521217270542	-4.11687092166839
cell2709	9728	2887	KO	A	2.21011513157895	TRUE	3	4.02878494187046	-0.294879478034359
cell2710	13695	3276	KO	A	0.927345746622855	TRUE	3	4.8395115844791	0.457016188088077
cell2711	15192	3508	KO	A	1.13217482885729	TRUE	3	3.80387468262363	-1.78695396762786
cell2712	10267	2755	KO	A	0.964254407324438	TRUE	3	4.95784635468174	-0.212641995963436
cell2713	29319	4694	KO	A	0.910672260309015	TRUE	3	3.60557002945591	-3.8699317393869
cell2714	28694	4821	KO	A	1.10476057712414	TRUE	3	4.30537433548618	-3.8706002650827
cell2715	15300	3564	KO	A	1.11764705882353	TRUE	3	4.95028514786411	-1.32800273281036
cell2716	13253	3443	KO	A	0.618727835207123	TRUE	3	2.60533208771396	-4.54291061740814
cell2717	15052	3618	KO	A	1.03640712197715	TRUE	3	3.71836919708896	-4.50125936847625
cell2718	12692	3163	KO	A	1.45761109360227	TRUE	3	4.10209913178134	-3.61424211841522
cell2719	24155	4520	KO	A	0.666528669012627	TRUE	3	3.65360517426181	-3.55589250904022
cell2720	10785	2720	KO	A	1.30737134909597	TRUE	3	5.45644445343662	-0.67174486499725
cell2721	15047	3510	KO	A	1.10985578520635	TRUE	3	2.34064979477573	-4.67546705585418
cell2722	22104	4119	KO	A	0.814332247557003	TRUE	3	4.12016124649692	-3.95852188449798
cell2723	8856	2768	KO	A	0.880758807588076	FALSE	3	-10.364237595361	0.229815560761112
cell2724	18121	3830	KO	A	0.480105954417527	FALSE	3	4.64344329758335	-2.36470226627288
cell2725	14130	3453	KO	A	0.721868365180467	TRUE	3	5.02172727509189	-1.09806041103302
cell2726	21012	4585	KO	A	1.19931467732724	TRUE	3	4.42321891709018	-1.55148558002411
cell2727	10982	2964	KO	A	1.3840830449827	TRUE	3	2.86961431427646	-4.12373880725799
cell2728	26608	4458	KO	A	0.90198436560433	TRUE	3	2.90982551499057	-4.35486320835052
cell2729	21773	4017	KO	A	0.891011803609976	TRUE	3	4.24355764313388	-3.54812960010467
cell2730	15492	3658	KO	A	0.890782339271882	TRUE	3	4.09997005386997	-1.00938801151214
cell2731	21456	4020	KO	A	0.950782997762863	TRUE	3	3.25704307480503	-4.07208875995575
cell2732	11092	2930	KO	A	0.811395600432744	TRUE	3	4.90095777435947	0.380342441979069
cell2733	13384	3635	KO	A	1.50926479378362	TRUE	3	3.65742177887607	-1.53680662494598
cell2734	15921	3346	KO	A	1.10545819986182	TRUE	3	2.79365844650913	-0.345670026358944
cell2735	16988	3582	KO	A	0.806451612903226	TRUE	3	5.09889573975254	-2.58420137744842
cell2736	15773	3631	KO	A	1.15387053826159	TRUE	3	4.05917234345127	-1.74515680652557
cell2737	13736	3405	KO	A	1.24490390215492	TRUE	3	3.86038703842807	0.182151395264286
cell2738	21861	4160	KO	A	0.699876492383697	TRUE	3	3.5922405235355	-3.56109051090179
cell2739	7639	2458	WT	A	1.09962036915827	TRUE	3	2.43388051911045	-4.21900276523529
cell2740	20392	4035	KO	A	0.78462142016477	TRUE	3	4.80750770493198	-2.1391172824472
cell2741	20262	4098	KO	A	1.17461257526404	TRUE	3	4.85333652420688	-2.02083877902923
cell2742	23928	4180	KO	A	0.706285523236376	TRUE	3	3.76626653595615	-3.45595173221527
cell2743	28884	4324	KO	A	0.654341503946822	TRUE	3	4.74118776245761	-2.57399372440277
cell2744	24193	4324	KO	A	0.86388624808829	TRUE	3	3.42814750595737	-3.36116079669891
cell2745	23405	4380	KO	A	0.969878231147191	TRUE	3	3.98152894898105	-4.25263981204925
cell2746	20241	4172	KO	A	0.691665431549825	TRUE	3	3.38339443131137	-1.38147310596405
cell2747	13789	3232	KO	A	1.30538835303503	TRUE	3	3.55433006210971	-1.32535986286102
cell2748	23416	4586	KO	A	1.90040997608473	TRUE	3	3.61384220047641	-3.37197546344696
cell2749	7002	2384	KO	A	1.85661239645815	TRUE	3	4.30056066437412	-1.60699133258758
cell2750	16892	3794	WT	A	0.911674165285342	TRUE	3	4.95168371124912	-1.78024749141632
cell2751	15469	3486	KO	A	0.756351412502424	TRUE	3	3.81494302673984	-2.68529943805633
cell2752	20698	4019	KO	A	0.879312010822302	TRUE	3	3.00221176071811	-3.84456114154754
cell2753	19914	3846	KO	A	0.768303705935523	TRUE	3	5.08226461334873	-2.07657579761444
cell2754	20443	4009	KO	A	0.753314092843516	TRUE	3	3.42286462708164	-3.67660621982513
cell2755	21504	4217	KO	A	0.70219494047619	TRUE	3	3.69660921021152	-4.65047792774139
cell2756	19209	3675	KO	A	0.661148420011453	FALSE	3	4.84018630905796	-1.81225303989349
cell2757	37452	5414	KO	A	0.763644131154544	TRUE	3	3.09576768799472	-4.23886255603729
cell2758	18332	4035	KO	A	0.992799476325551	TRUE	3	4.9817234985416	-2.56584410053192
cell2759	22419	4346	KO	A	1.37829519603907	TRUE	3	3.88751192017246	-3.91789488178192
cell2760	17673	3925	KO	A	1.0977196853958	TRUE	3	4.99715299530674	-0.0224938808053552
cell2761	17963	4176	KO	A	0.918554807103491	TRUE	3	4.60222501679111	-2.36795715671478
cell2762	16043	3436	KO	A	0.741756529327433	TRUE	3	4.85332555695224	-0.668036263999325
cell2763	12450	3056	KO	A	1.5421686746988	TRUE	3	4.80968732758213	-1.07307485919891
cell2764	23578	4182	KO	A	0.538637713122402	TRUE	3	4.6122281066959	-3.08977369647918
cell2765	17538	3549	KO	A	0.581594252480328	TRUE	3	5.09303064270664	-0.983722728309017
cell2766	14752	3422	WT	A	0.738882863340564	TRUE	3	3.76800699158359	-1.13286713939605
cell2767	13098	3420	KO	A	1.26736906397923	TRUE	3	4.71132726593662	1.2130344094664
cell2768	17810	3546	KO	A	1.10050533408198	TRUE	3	4.96384973450351	-1.4310341296762
cell2769	10585	3008	KO	A	1.72886159659896	TRUE	3	3.75186366959262	-1.94380907398162
cell2770	16151	3570	KO	A	0.996842300786329	TRUE	3	5.21860666199375	-2.0248480258554
cell2771	10436	2804	KO	A	0.843234955921809	TRUE	3	4.30372686310459	-0.0805631099313318
cell2772	26321	4551	KO	A	1.09418335169636	TRUE	3	3.83822841568637	-3.36625151019989
cell2773	9815	2815	KO	A	1.25318390219052	TRUE	3	4.27429790421176	-1.81591777187286
cell2774	17872	3947	KO	A	0.660250671441361	TRUE	3	3.54013938828159	-3.06266121250091
cell2775	13611	3347	KO	A	0.918374843876277	TRUE	3	3.26008911057163	-3.92459825855194
cell2776	17395	3880	KO	A	0.937050876688704	TRUE	3	3.79562539978672	-2.76536516529022
cell2777	15626	3802	KO	A	1.01753487776782	TRUE	3	4.2457501403873	-1.4484000621408
cell2778	13357	3508	KO	A	1.20536048513888	TRUE	3	4.46294469757724	-1.77581767421661
cell2779	16392	3912	KO	A	0.793069790141532	TRUE	3	3.30414743347812	-3.25496153217254
cell2780	17112	3859	KO	A	0.864890135577372	TRUE	3	3.74609203262973	-3.02723221164642
cell2781	19542	3827	KO	A	0.813632176849862	TRUE	3	4.67980546875644	-1.68982390743194
cell2782	16918	3628	KO	A	1.02849036529141	TRUE	3	3.53898210449863	-2.7636609492868
cell2783	16531	3627	KO	A	0.949730808783498	TRUE	3	4.05431575699497	-3.90032057147918
cell2784	12727	3162	KO	A	0.942877347371729	TRUE	3	5.42676324768711	-0.545965713080746
cell2785	13444	3435	KO	A	0.989288902112466	TRUE	3	4.06119556351352	-0.309159797248226
cell2786	13873	3180	KO	A	0.814531824407122	TRUE	3	1.28691644592929	-3.95576624256073
cell2787	9626	2596	KO	A	1.14273841678787	TRUE	3	5.03369493408847	0.740612465325016
cell2788	25370	4424	KO	A	0.906582577847852	TRUE	3	3.12263269348789	-3.9165716586679
cell2789	15215	3648	KO	A	0.828130134735458	TRUE	3	3.23751039429355	-1.47406010013519
cell2790	10443	2687	WT	A	0.813942353729771	TRUE	3	4.71360559387851	-0.278069537696224
cell2791	16801	3702	WT	A	0.77376346646033	TRUE	3	4.27137727661777	-1.62344269138275
cell2792	17510	3871	KO	A	0.713877784123358	TRUE	3	3.75042171402622	-1.46157078128753
cell2793	11880	3334	KO	A	0.723905723905724	TRUE	3	4.15824718399692	-1.98387650829254
cell2794	11936	2960	KO	A	0.594839142091153	TRUE	3	4.56535978241611	-2.18673471790252
cell2795	12484	3297	WT	A	1.36174303107978	TRUE	3	4.14993686600376	-1.33352379184661
cell2796	17712	3670	KO	A	0.869467028003613	TRUE	3	4.05548734589267	-4.08010391574798
cell2797	18564	3554	KO	A	1.18508942038354	TRUE	3	3.42235822601963	-4.30088428836761
cell2798	13448	3342	KO	A	0.446162998215348	TRUE	3	4.61743183060337	-2.84985832553802
cell2799	28009	4856	KO	A	0.703345353279303	TRUE	3	3.76446075363803	-3.72222523075042
cell2800	8659	2613	WT	A	1.12022173461139	TRUE	3	2.97317428513217	-4.55832485538421
cell2801	15176	3533	KO	A	0.915919873484449	TRUE	3	2.37126655502964	-4.60088257175384
cell2802	18268	3868	KO	A	0.618567987738121	TRUE	3	3.38957233353305	-3.68234257083831
cell2803	9979	3010	WT	A	2.03427197113939	TRUE	3	3.94497222824741	-1.20634011608062
cell2804	16543	3677	KO	A	0.713292631324427	TRUE	3	2.54275960846592	-4.96944670062957
cell2805	14400	3478	KO	A	0.881944444444444	TRUE	3	4.81751699371982	-1.45774773937164
cell2806	16159	3551	KO	A	0.594096169317408	TRUE	3	5.14490003510166	-1.22019628864227
cell2807	17543	3840	KO	A	1.49917345949952	TRUE	3	3.37140531464267	-1.44028572421966
cell2808	21501	4043	KO	A	1.0557648481466	TRUE	3	3.72334356232334	-3.70641140323578
cell2809	12686	3071	KO	A	0.693678070313732	TRUE	3	3.28041191025425	-4.89738563877044
cell2810	26785	4561	KO	A	0.843755833488893	TRUE	3	2.37921733780551	-3.00845817905365
cell2811	15288	3572	WT	A	1.75954997383569	TRUE	3	3.23325271530796	-0.643300574836117
cell2812	12929	3249	KO	A	1.11377523397014	TRUE	3	4.28683347626377	-0.950945895728451
cell2813	22315	4068	KO	A	0.618418104414071	TRUE	3	4.051431369025	-3.85327963214813
cell2814	30295	4736	KO	A	0.594157451724707	TRUE	3	4.19587392731357	-3.75083021503387
cell2815	19742	4186	KO	A	0.805389524870834	TRUE	3	4.32055969162632	-1.72973398548065
cell2816	13938	3370	KO	A	1.15511551155116	TRUE	3	5.10407991333652	0.632827598038334
cell2817	16691	3655	KO	A	0.85674914624648	TRUE	3	3.76996059342075	-3.5158114848703
cell2818	11931	3063	KO	A	1.34942586539267	TRUE	3	5.07584257050205	-1.05526117664276
cell2819	13586	3345	KO	A	1.37641689974974	TRUE	3	2.56705493851352	-4.49441198688446
cell2820	11010	3302	KO	A	1.0535876475931	TRUE	3	2.8670470230167	-3.16536144596038
cell2821	15963	3837	KO	A	0.970995426924763	TRUE	3	3.01294393463779	-3.30444292407928
cell2822	20003	4014	KO	A	0.744888266759986	TRUE	3	2.68481035156894	-4.2209101138681
cell2823	27615	4776	KO	A	0.919789969219627	TRUE	3	2.7204234115665	-4.45548252445159
cell2824	19175	3819	KO	A	0.526727509778357	TRUE	3	4.53894443436313	-3.73777489047943
cell2825	16749	3710	KO	A	1.0328974864171	TRUE	3	2.60788555069614	-4.42146829944549
cell2826	9555	3051	KO	A	1.08843537414966	TRUE	3	4.00951118393589	-1.23910049777923
cell2827	12351	3139	WT	A	0.250991822524492	TRUE	3	4.26996440811801	0.700762111130375
cell2828	29559	4809	KO	A	1.15700801786258	FALSE	3	4.7706639282291	-1.20112351756988
cell2829	16285	3500	KO	A	0.976358612219834	TRUE	3	4.39859123154331	-3.58778337818084
cell2830	12305	3110	KO	A	0.918325883787078	TRUE	3	3.58776922150302	-1.3476088462442
cell2831	23835	4455	KO	A	1.04468219005664	TRUE	3	3.28360242767978	-3.77653269153534
cell2832	14120	3428	KO	A	0.934844192634561	TRUE	3	4.12759227677036	-1.40322212558685
cell2833	33662	4822	KO	A	0.977363198859248	TRUE	3	3.99382038040805	-4.67435554843841
cell2834	10679	3087	KO	A	0.917688922183725	TRUE	3	4.03060312195468	-1.15452699047027
cell2835	18571	4020	KO	A	0.511550266544613	TRUE	3	4.15367956085849	-1.55918435436187
cell2836	12416	3186	KO	A	0.732925257731959	TRUE	3	4.26896734162021	-1.12530378681121
cell2837	18066	3954	KO	A	1.16793977637551	TRUE	3	4.11696691437412	-1.36664847713409
cell2838	22580	4158	KO	A	0.797165633303809	TRUE	3	3.7532340995853	-3.82108692508636
cell2839	19534	3849	KO	A	0.916350977782328	TRUE	3	4.47814721985508	-2.25528530460296
cell2840	14207	3357	KO	A	1.08397268951925	TRUE	3	3.36809511109043	-3.80554108005462
cell2841	15489	3542	KO	A	1.13629027051456	TRUE	3	2.36651058121372	-4.72537950855194
cell2842	16553	3618	KO	A	0.791397329789162	TRUE	3	4.66192693634677	-2.5677380977243
cell2843	18564	3994	KO	A	1.24434389140271	TRUE	3	4.02562923355747	-2.45257715564666
cell2844	21326	4233	KO	A	1.10663040420144	TRUE	3	3.82813663407016	-4.20487503391204
cell2845	19277	3954	KO	A	0.767754318618042	TRUE	3	5.26434202118564	-1.88384489398895
cell2846	17067	3776	KO	A	0.779281654655183	TRUE	3	3.94992561264682	-2.49437765460907
cell2847	12486	3272	KO	A	1.7699823802659	TRUE	3	5.1794602386539	-2.06178907733856
cell2848	26693	4492	KO	A	0.531974675008429	TRUE	3	4.83596486969638	-2.93683628421722
cell2849	14077	3504	WT	A	0.831142999218584	TRUE	3	4.00824041290927	-1.42929725032745
cell2850	25163	4487	KO	A	0.516631562214362	TRUE	3	3.5697099678104	-4.78510097843109
cell2851	11585	2998	WT	A	0.932239965472594	TRUE	3	2.08894271774936	-1.4257018981546
cell2852	16931	3496	KO	A	1.25804736873191	TRUE	3	4.74585647507358	-1.5174041209787
cell2853	9299	3052	KO	A	0.645230669964512	TRUE	3	3.90538139267612	-1.2742548404306
cell2854	10062	3152	KO	A	0.437288809381833	TRUE	3	2.71033878250766	-4.31584457736908
cell2855	16063	3657	WT	A	1.1268131731308	TRUE	3	3.06559915466953	-1.01189736705719
cell2856	20951	3980	KO	A	0.978473581213307	TRUE	3	4.30292148514438	-3.14407257419525
cell2857	13634	3485	KO	A	0.902156373771454	TRUE	3	3.68254203720737	-0.719579022940975
cell2858	10850	2938	KO	A	0.967741935483871	TRUE	3	2.26300926132846	-4.37733034473358
cell2859	19346	3996	KO	A	0.821875323064199	TRUE	3	5.31159944458652	-2.04085735660492
cell2860	16181	3608	KO	A	0.821951671713738	TRUE	3	4.46954507752109	-2.69778875690399
cell2861	19649	4181	KO	A	0.575092880044786	TRUE	3	3.0233585350101	-3.85977892261444
cell2862	25636	4370	KO	A	0.803557497269465	TRUE	3	3.81306667252231	-3.72823242526947
cell2863	9438	2754	KO	A	1.53634244543335	TRUE	3	4.15920324249912	-0.130486053046566
cell2864	15807	3562	KO	A	1.18934649206048	TRUE	3	3.75528736038852	-1.1762152133554
cell2865	16053	3578	KO	A	0.747523827321996	TRUE	3	4.99890775604892	-1.34069995265899
cell2866	10935	2890	KO	A	1.00594421582076	TRUE	3	4.19996042175937	-1.69608740192352
cell2867	27842	4693	KO	A	1.14934271963221	TRUE	3	3.94459934158969	-4.24432567935882
cell2868	18513	3920	KO	A	0.723815697077729	TRUE	3	1.46026248856235	-0.601057809409481
cell2869	17972	3872	KO	A	0.639884264411307	TRUE	3	5.24738473816562	-1.47147611957489
cell2870	21286	3959	KO	A	0.859720003758339	TRUE	3	4.30185766144443	-3.4495625911325
cell2871	14224	3317	WT	A	1.20219347581552	TRUE	3	3.84893531723667	-2.22161774021087
cell2872	17142	3726	KO	A	0.956714502391786	TRUE	3	4.72188444061924	-0.041466039237362
cell2873	14886	3465	KO	A	0.799408840521295	TRUE	3	4.22908992691684	-1.72086624484954
cell2874	18446	3721	KO	A	0.867396725577361	TRUE	3	4.78687210007358	-1.84430245738922
cell2875	18010	3980	WT	A	0.483064963908939	TRUE	3	3.93141765518833	-1.31205133777557
cell2876	12365	3115	KO	A	1.34249898908209	TRUE	3	4.98897142334629	-1.16278271060882
cell2877	18525	4088	KO	A	0.874493927125506	TRUE	3	3.47629899902988	-4.02690176349578
cell2878	12226	3150	KO	A	1.12874202519221	TRUE	3	1.55261344834018	1.55702518242897
cell2879	22778	4458	KO	A	0.588286943542014	TRUE	3	3.01251239700962	-4.05874494892059
cell2880	9866	2821	KO	A	1.35819987837016	TRUE	3	2.75015563889194	-1.19999532085357
cell2881	11179	2943	KO	B	1.49387243939529	TRUE	3	3.97290487213779	-1.90680460315643
cell2882	8283	2796	KO	B	1.05034407823252	TRUE	3	3.65507383270908	-2.50611023288665
cell2883	12656	3221	KO	B	1.41434892541087	TRUE	3	4.50683088226963	-1.46305851322113
cell2884	19047	4145	KO	B	1.12878668556728	TRUE	3	3.19881362839389	-4.01043753009735
cell2885	8784	2694	KO	B	1.05874316939891	TRUE	3	4.81795425339389	-0.163239043769222
cell2886	6076	2844	KO	B	3.48913759052008	TRUE	3	-10.303166199487	0.665796476784366
cell2887	8440	2687	KO	B	0.33175355450237	TRUE	3	1.97438497467685	-3.18879799228607
cell2888	14845	3539	KO	B	0.774671606601549	TRUE	3	3.41046304627109	-2.35919765811859
cell2889	18269	3860	KO	B	1.19875198423559	TRUE	3	3.61124629898716	-3.23533634525238
cell2890	13780	3482	KO	B	1.0377358490566	TRUE	3	4.19674558563877	-1.2021546779245
cell2891	17627	3965	KO	B	1.27077778408124	TRUE	3	3.66014451904941	-3.97142509799896
cell2892	8387	2484	KO	B	1.52617145582449	TRUE	3	3.96167297287632	-2.68389181476532
cell2893	5331	2067	KO	B	1.4818983305196	FALSE	3	4.62561960144687	-2.27779535633026
cell2894	12422	2977	KO	B	0.917726614071808	TRUE	3	3.2280351631229	-4.8355079112619
cell2895	10334	2853	KO	B	1.08380104509386	TRUE	3	5.80281896515537	-1.29313043933807
cell2896	14631	3288	KO	B	1.10723805618208	TRUE	3	4.71302003784824	-1.25804857593475
cell2897	14701	3475	KO	B	1.33324263655534	TRUE	3	2.57971258087802	-3.8184237895578
cell2898	27271	4628	KO	B	0.458362362949653	TRUE	3	3.75963039322544	-4.2542148051828
cell2899	15449	3816	KO	B	0.815586769370186	TRUE	3	4.34761781616855	-2.24710516315399
cell2900	27955	4510	KO	B	0.779824718297264	TRUE	3	3.96469898148227	-4.07082514148651
cell2901	12743	3054	KO	B	0.808286902613199	TRUE	3	4.54817886276889	-1.77316240650116
cell2902	6895	2178	KO	B	1.31979695431472	TRUE	3	4.55966634674717	-0.0349593577951013
cell2903	11110	3040	KO	B	1.00810081008101	TRUE	3	5.44562597199131	-0.764660638388973
cell2904	10339	2816	WT	B	2.00212786536416	TRUE	3	2.63346404953647	-4.03197101932464
cell2905	10462	2954	KO	B	1.79697954502007	TRUE	3	5.9088589660709	-0.849886458930355
cell2906	13064	3388	KO	B	1.22473974280465	TRUE	3	2.44393320007968	-3.98791984897552
cell2907	22209	4359	KO	B	1.16169120626773	TRUE	3	3.0296856872623	-3.92149261814056
cell2908	10755	2994	KO	B	1.14365411436541	TRUE	3	4.84182758255649	-0.138028663215023
cell2909	12662	3296	KO	B	1.08197757068394	TRUE	3	5.31284017487217	-0.997509997901302
cell2910	15637	3575	KO	B	0.831361514356974	TRUE	3	2.54276914520908	-4.67976192813812
cell2911	13245	3380	KO	B	0.973952434881087	TRUE	3	3.66791696472812	-2.7924170909494
cell2912	12237	3215	KO	B	1.24213451009234	TRUE	3	4.8262173645084	-0.298299354132992
cell2913	11585	2976	KO	B	0.845921450151057	TRUE	3	4.48841829224277	-0.777283948478085
cell2914	13300	3444	KO	B	1.33834586466165	TRUE	3	4.48205346985508	-2.19505028110443
cell2915	13947	3274	KO	B	1.01097010109701	TRUE	3	2.6407925598209	-1.28439668994842
cell2916	11939	3511	KO	B	1.78406901750565	TRUE	3	2.9859468452518	-4.18866543155609
cell2917	14451	3047	KO	B	0.345996816829285	TRUE	3	4.17849893494297	-2.74765686374603
cell2918	10009	3010	KO	B	1.17893895494055	TRUE	3	4.13355703278232	1.40542497057022
cell2919	13421	3443	KO	B	0.9313762014753	TRUE	3	2.30614633484531	-4.13616279941497
cell2920	10331	2887	WT	B	1.17123221372568	TRUE	3	3.76284189148593	-1.63950995784698
cell2921	8489	2579	KO	B	2.50912946165626	TRUE	3	3.10765046997715	-4.07524303775726
cell2922	5560	2103	WT	B	2.41007194244604	TRUE	3	4.03718919678379	-0.503194612082821
cell2923	23040	4478	KO	B	1.42795138888889	TRUE	3	3.24450416489292	-4.4853840289682
cell2924	15776	3462	KO	B	0.94447261663286	TRUE	3	5.7594277374332	-0.85647420268951
cell2925	14246	3499	KO	B	1.18629790818475	TRUE	3	3.16330928726841	-3.69817261081634
cell2926	10234	3191	KO	B	1.98358413132695	TRUE	3	2.77545518799472	-4.45760969501434
cell2927	14807	3436	KO	B	0.648342000405214	TRUE	3	5.1270281784122	-1.10863451343475
cell2928	12843	3208	KO	B	1.40154169586545	TRUE	3	2.99023265762973	-4.14652828555999
cell2929	9347	2496	KO	B	1.15545094682786	TRUE	3	5.56924028320957	-0.262442153510433
cell2930	13594	3296	KO	B	0.956304251875827	TRUE	3	3.35128707810092	-4.08160261493621
cell2931	18822	4016	KO	B	0.796939751354798	TRUE	3	3.76921243591953	-1.77897362094818
cell2932	10676	2902	KO	B	1.02098164106407	TRUE	3	4.1123649589603	-0.394536059913021
cell2933	13145	3460	WT	B	1.32369722327881	TRUE	3	3.24621839447666	-1.15048937183319
cell2934	13932	3483	KO	B	0.997703129486075	TRUE	3	4.04534311218906	-1.89466575962005
cell2935	12848	3414	KO	B	1.34651307596513	TRUE	3	3.76806421204258	-1.57841543537078
cell2936	10996	3055	KO	B	1.02764641687887	TRUE	3	3.79001922531772	-2.66500095706878
cell2937	13546	3630	WT	B	0.900634873763473	FALSE	3	3.42236490173984	-1.28168086391388
cell2938	16174	3797	KO	B	1.08816619265488	TRUE	3	3.97399015350986	-3.81176475864349
cell2939	15956	3820	KO	B	0.714464778139885	TRUE	3	4.37853450699497	-1.74069408756195
cell2940	11470	2997	KO	B	1.42981691368788	TRUE	3	5.28208703919101	-1.09170464855133
cell2941	6081	2189	KO	B	1.36490708765006	TRUE	3	5.87927026673008	-1.52057294231353
cell2942	4380	1717	WT	B	1.27853881278539	TRUE	3	3.64283151550937	-0.0261729178994714
cell2943	11822	3184	KO	B	0.803586533581458	TRUE	3	3.30263299866367	-3.76747946124969
cell2944	19855	4639	KO	B	1.99949634852682	TRUE	3	-10.1930888183529	0.601887780609745
cell2945	13511	3093	KO	B	1.05099548516024	TRUE	3	4.59136552735019	-1.98462585788665
cell2946	9057	2683	KO	B	1.46847742077951	TRUE	3	4.66278667374301	-0.47303013187347
cell2947	14255	3784	KO	B	1.20659417748159	TRUE	3	2.31575031204868	-3.83085541110931
cell2948	16498	3856	KO	B	0.878894411443811	TRUE	3	3.80948896332431	-0.567664187964779
cell2949	12408	3117	KO	B	1.28949065119278	TRUE	3	5.35271615906406	-1.20752791744171
cell2950	18200	3926	KO	B	1.06593406593407	TRUE	3	3.35838432236362	-4.04241566043792
cell2951	16940	3829	KO	B	0.950413223140496	TRUE	3	3.30132074280429	-3.83865980487762
cell2952	9743	2774	KO	B	0.985322795853433	TRUE	3	4.72626180573154	0.184155303421635
cell2953	14845	3505	KO	B	1.03738632536207	TRUE	3	3.39598483963657	-2.19445566516815
cell2954	15447	3616	KO	B	0.783323622709911	TRUE	3	3.84823770447422	-3.2871942935556
cell2955	8066	2616	KO	B	2.00843044879742	TRUE	3	4.93126172943759	-2.24498514514862
