	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2
cell1184	10614	3044	WT	A	1.67703033729037	TRUE	1	-5.61324172095608	6.61431975978913
cell1185	4051	1578	WT	A	1.28363367069859	TRUE	1	-6.61699204520535	6.48556275981965
cell1186	5664	1900	WT	A	1.09463276836158	TRUE	1	-5.27159385756802	6.79849048275055
cell1187	12001	3076	WT	A	0.566619448379302	TRUE	1	-5.59684734420132	5.19065662044587
cell1188	18089	3845	WT	A	1.03377743379955	TRUE	1	-4.93125372008633	5.28196759838166
cell1189	8476	2444	WT	A	1.23879188296366	TRUE	1	-6.69593482093167	5.28379841465058
cell1190	8282	2693	WT	A	0.978024631731466	TRUE	1	-5.25374584273648	6.53867812770905
cell1191	9026	2551	WT	A	0.786616441391536	TRUE	1	-4.72933189944577	5.29047341960968
cell1192	7799	2434	WT	A	0.833440184639056	TRUE	1	-6.87032752112698	5.653506952706
cell1193	4853	1669	KO	A	0.803626622707604	TRUE	1	0.285518359381443	1.55841233152451
cell1194	9447	2591	WT	A	0.973854133587382	TRUE	1	-4.17598919944119	4.75298710483612
cell1195	9402	2661	WT	A	1.41459263986386	TRUE	1	-6.09327011184048	5.20183511394562
cell1196	7341	2377	WT	A	0.231576079553194	TRUE	1	-5.02571635321927	6.24857850688996
cell1197	9211	2779	WT	A	1.09651503636956	TRUE	1	-4.71332995967221	5.99861307758393
cell1198	6425	1988	WT	A	1.05836575875486	TRUE	1	-6.71574668959927	6.10387082714142
cell1199	7832	2238	WT	A	0.625638406537283	TRUE	1	-5.89243679122281	6.85016818660798
cell1200	10368	2784	KO	A	0.675154320987654	TRUE	1	-6.25046186522793	6.1505088390738
cell1201	7220	2357	WT	A	1.16343490304709	TRUE	1	-6.22630076484036	6.41654344219269
cell1202	6594	2125	WT	A	1.06157112526539	TRUE	1	-5.48403148726773	7.05647655147614
cell1203	8061	2276	WT	A	0.955216474382831	TRUE	1	-6.45585780219387	5.93174954074921
cell1204	3324	1388	KO	A	1.47412755716005	TRUE	1	-6.45750098304104	6.64094491619172
cell1205	5528	2065	WT	A	1.57380607814761	TRUE	1	-6.06451563910794	6.58819623607697
cell1206	3950	1589	WT	A	0.683544303797468	TRUE	1	-6.01831131057095	6.81002946514191
cell1207	3751	1795	KO	A	1.70621167688616	TRUE	1	-6.14810638503384	4.0198170723349
cell1208	13951	3288	KO	A	1.10386352232815	TRUE	1	0.0996572486941867	1.07297088522019
cell1209	7417	2409	WT	A	0.930295267628421	TRUE	1	-5.80860858039212	6.814559894982
cell1210	11425	2926	KO	A	0.74398249452954	TRUE	1	-4.96103863791775	4.18654056209626
cell1211	15226	3327	WT	A	1.04426638644424	TRUE	1	-5.89805297927212	4.37040324825348
cell1212	6756	2268	WT	A	1.31734754292481	TRUE	1	-5.53589086608242	3.46851881164612
cell1213	5162	1880	WT	A	0.65865943432778	TRUE	1	-6.81208758429837	5.9529499592215
cell1214	7586	2522	KO	A	1.06775639335618	TRUE	1	-4.72683971003842	5.92471953052582
cell1215	8636	2637	KO	A	0.729504400185271	TRUE	1	-5.5594244487698	5.996369320336
cell1216	8209	2248	KO	A	1.16944816664636	TRUE	1	-5.67097358779263	5.36237712520661
cell1217	4737	1650	WT	A	1.07663077897403	TRUE	1	-5.17682581023526	6.37772746700348
cell1218	2880	1386	WT	A	2.15277777777778	TRUE	1	-6.60823540763211	6.55258126873078
cell1219	6191	2036	WT	A	0.678404135034728	TRUE	1	-5.17126517371487	6.25290055889191
cell1220	5441	1920	WT	A	0.753537952582246	TRUE	1	-5.79955105857205	6.7883147777945
cell1221	11200	2729	WT	A	0.892857142857143	TRUE	1	-5.7805941589291	4.45327063221039
cell1222	9411	2444	KO	A	1.27510360216768	TRUE	1	-5.17154960707974	7.15942569393219
cell1223	13770	3253	WT	A	0.907770515613653	TRUE	1	-5.65805296973538	4.72241898197236
cell1224	6625	2172	WT	A	1.22264150943396	TRUE	1	-6.30238347129178	4.16629381794037
cell1225	11842	2817	WT	A	0.836007431177166	TRUE	1	-6.45262913779568	4.69165988582673
cell1226	10591	2786	WT	A	1.08582758946275	TRUE	1	-5.39467196540188	6.13406415599884
cell1227	11804	2936	WT	A	1.50796340223653	TRUE	1	-5.48956613616299	5.05663176197113
cell1228	10445	2948	KO	A	1.32120631881283	TRUE	1	-6.36528782920193	6.21927161830964
cell1229	11516	2991	KO	A	0.833622785689475	TRUE	1	-4.78980867938351	5.46431465763153
cell1230	7547	2348	WT	A	1.51053398701471	TRUE	1	-6.39165024833035	5.80174418109955
cell1231	6262	2111	WT	A	1.24560843181092	TRUE	1	-5.63037161902737	4.29836269039216
cell1232	6579	2232	KO	A	0.911992704058368	TRUE	1	-6.0154643543179	6.1968726696402
cell1233	12505	3242	KO	A	0.543782487005198	TRUE	1	-5.23375086860012	3.44286747592987
cell1234	10104	2919	WT	A	0.960015835312747	TRUE	1	-5.00296263770413	6.48189302105011
cell1235	9794	2627	WT	A	0.918929957116602	TRUE	1	-6.0451171882565	4.75247450489106
cell1236	14510	3287	WT	A	0.9855272226051	TRUE	1	-5.81817679480862	5.90998287815155
cell1237	6854	2145	WT	A	0.744091041727458	TRUE	1	-6.1229854114468	4.10929508823456
cell1238	5353	1876	WT	A	2.26041472071735	TRUE	1	-6.05406456069302	5.37291999477448
cell1239	10252	2821	KO	A	1.10222395630121	TRUE	1	-5.8382068164761	5.04618688243927
cell1240	8872	2575	WT	A	0.867899008115419	TRUE	1	-6.94562106208157	5.47911210674347
cell1241	5169	1968	WT	A	1.48964983555814	TRUE	1	-4.66101102904629	6.44229741710724
cell1242	8199	2345	KO	A	1.14648127820466	TRUE	1	-5.97211198882412	6.30487962383332
cell1243	6327	2382	WT	A	0.458353089932037	TRUE	1	-0.122168112557644	5.50747581142487
cell1244	10595	2792	WT	A	0.934403020292591	TRUE	1	-6.14225249366116	5.23582358974518
cell1245	7436	2396	WT	A	1.16998386229155	TRUE	1	-4.55346064643216	5.85520430225434
cell1246	3138	1575	KO	A	3.21861057998725	TRUE	1	-12.4537556655819	3.41303654331269
cell1247	5235	1786	WT	A	2.31136580706781	TRUE	1	-5.99890618399929	5.56490250248017
cell1248	10595	3046	WT	A	1.51014629542237	TRUE	1	-5.36777048186612	5.05399938243927
cell1249	6877	2230	WT	A	2.18118365566381	FALSE	1	-5.32497577742886	7.07685275692048
cell1250	5785	2122	WT	A	1.29645635263613	TRUE	1	-7.21929245070767	5.59909458774628
cell1251	8246	2267	WT	A	1.0671840892554	FALSE	1	-6.08128027991604	6.37692208904328
cell1252	9976	2637	WT	A	0.741780272654371	TRUE	1	-4.70470814780545	6.07096858638825
cell1253	10548	2799	WT	A	2.19946909366705	TRUE	1	-6.67218236998867	4.8863429607779
cell1254	3977	1523	WT	A	1.709831531305	TRUE	1	-4.81805996970486	6.47191520351471
cell1255	6995	2013	KO	A	1.04360257326662	TRUE	1	-4.61681418494534	6.15680547374787
cell1256	3217	1393	WT	A	2.33136462542742	TRUE	1	-6.32904987410855	6.18144937175812
cell1257	3564	1609	KO	A	0.785634118967452	TRUE	1	0.795514535147434	5.59214945453705
cell1258	8899	2473	KO	A	0.449488706596247	TRUE	1	-5.12024693564724	6.04544683116974
cell1259	6422	2067	KO	A	1.12114606041732	TRUE	1	-6.93196635321927	5.86603065151276
cell1260	5455	1895	WT	A	0.898258478460128	TRUE	1	-5.33950476722073	6.8274035038382
cell1261	6630	2104	WT	A	0.85972850678733	TRUE	1	-5.23423223571133	7.18186422008576
cell1262	11758	2840	WT	A	0.901513862901854	TRUE	1	-5.428544569772	5.54195757526459
cell1263	10183	2874	WT	A	0.844544829617991	TRUE	1	-5.45908861235928	5.33394451755585
cell1264	14502	3430	WT	A	1.48255413046476	TRUE	1	-6.01247315482449	4.52285762447419
cell1265	6554	2054	WT	B	1.05279218797681	TRUE	1	-6.6212080009396	5.36115713733735
cell1266	11879	2784	WT	B	0.976513174509639	TRUE	1	-5.86063079909634	3.94113774913849
cell1267	10041	2738	KO	B	1.29469176376855	TRUE	1	-6.05616550521206	5.77099271434845
cell1268	7404	2417	WT	B	1.51269584008644	TRUE	1	-4.49811832980465	5.0172650398642
cell1269	5936	2072	WT	B	1.21293800539084	TRUE	1	-5.74085002021145	6.13776679653229
cell1270	9213	2716	WT	B	1.11798545533485	TRUE	1	-6.34815650061917	4.83314939159455
cell1271	5313	2118	WT	B	1.8068887634105	TRUE	1	-6.67000632361721	5.93403049129548
cell1272	8694	2704	WT	B	1.00069013112491	TRUE	1	-5.88585786895108	4.13856001514496
cell1273	6605	2133	WT	B	1.07494322482967	TRUE	1	-7.08147173003506	5.82345863002839
cell1274	5141	1874	KO	B	1.28379692666796	TRUE	1	-6.73112135009121	6.14191337246003
cell1275	5671	1951	WT	B	1.11091518250749	TRUE	1	-6.26844482497525	6.30910869258942
cell1276	8164	2316	WT	B	0.869671729544341	TRUE	1	-5.90839438514065	6.30730338710846
cell1277	3579	1594	WT	B	1.45291981000279	TRUE	1	-6.91630988196682	6.42879911083283
cell1278	8821	2749	WT	B	1.24702414692212	TRUE	1	-5.58066992835354	4.01484008449616
cell1279	5256	1959	WT	B	0.665905631659056	TRUE	1	-4.79558615760159	6.05364604610505
cell1280	6757	2173	WT	B	1.43554832026047	TRUE	1	-6.80067806319546	5.78911514896454
cell1281	11900	3133	WT	B	0.848739495798319	TRUE	1	-4.36644785479855	4.96685047763886
cell1282	9768	2620	WT	B	0.696150696150696	TRUE	1	-5.41448240355801	4.89024301189484
cell1283	5572	1959	WT	B	0.843503230437904	TRUE	1	-5.9530807025845	6.59551854747834
cell1284	7473	2434	KO	B	1.7797403987689	TRUE	1	-6.05715684966397	3.81275637764038
cell1285	9007	2696	WT	B	1.3322971022538	TRUE	1	-4.95420973376584	5.66481705326142
cell1286	7439	2221	WT	B	1.41148003763947	TRUE	1	-6.41831021384549	5.46482344287934
cell1287	10072	2711	KO	B	0.923351866560763	TRUE	1	-5.57008628920865	5.33534093517365
cell1288	6109	2153	WT	B	1.9152070715338	TRUE	1	-6.89441042022061	6.08647199291291
cell1289	7156	2316	WT	B	1.13191727221912	TRUE	1	-6.19426398352932	6.43716283458771
cell1290	2405	1323	WT	B	2.32848232848233	TRUE	1	-6.5378716476376	6.71015973705353
cell1291	9821	2996	WT	B	1.07931982486509	TRUE	1	-0.124217081826443	0.423569995346683
cell1292	6035	2053	WT	B	1.02734051367026	TRUE	1	-7.06008081511807	5.90810557025971
cell1293	6968	2355	WT	B	0.961538461538462	TRUE	1	-4.9079626090939	5.81447287220063
cell1294	10021	2551	WT	B	1.68645843728171	TRUE	1	-4.5204487331326	5.91203876155915
cell1295	6197	2087	WT	B	1.30708407293852	TRUE	1	-6.42393546180081	5.18505902904572
cell1296	6545	2247	WT	B	0.641711229946524	TRUE	1	-4.90968124942135	6.36375327724518
cell1297	14008	3377	WT	B	0.820959451741862	TRUE	1	-5.56007175521206	4.37342901844086
cell1298	8702	2824	WT	B	0.781429556423811	TRUE	1	-5.87323622779202	5.59426088947358
cell1299	6035	2077	WT	B	1.62386081193041	TRUE	1	-6.61336450652432	6.46048303264679
cell1300	9949	2687	KO	B	1.04533118906423	TRUE	1	-4.48052232341122	5.01068778652253
cell1301	6357	2216	WT	B	1.65172251061822	TRUE	1	-6.03943257407498	5.49407930988373
cell1302	4457	1999	WT	B	1.79492932465784	TRUE	1	-0.0391803272182889	5.43639226574006
cell1303	7833	2325	WT	B	2.41286863270777	TRUE	1	-5.64729862288784	5.87838955539765
cell1304	9979	2826	WT	B	1.28269365667903	TRUE	1	-5.82871441916775	5.23675580638947
cell1305	8221	2559	WT	B	1.07042938815229	TRUE	1	-5.76264362410855	6.15874333995881
cell1306	8512	2656	WT	B	0.775375939849624	TRUE	1	-5.47487025336575	6.65298410076203
cell1307	3805	1798	WT	B	3.78449408672799	TRUE	1	-6.56255226210904	6.78026576656403
cell1308	11814	2879	KO	B	0.821059759607246	TRUE	1	-5.55356793479275	5.14322705883088
cell1309	8858	2574	WT	B	1.25310453827049	TRUE	1	-5.43535690383267	3.43304415363373
cell1310	3856	1490	WT	B	1.06327800829876	TRUE	1	-6.37511377410244	5.1005386890799
cell1311	5922	1870	KO	B	1.13137453562985	TRUE	1	-4.92731170729947	7.28449817318024
cell1312	5699	2195	WT	B	2.42147745218459	TRUE	1	-6.99909262732815	6.0808534206778
cell1313	6544	2235	KO	B	1.48227383863081	TRUE	1	-4.98081963137936	5.94439073223175
cell1314	5482	2092	WT	B	1.03976650857351	TRUE	1	-6.46597008780789	6.75138850826325
cell1315	8768	2395	WT	B	1.55109489051095	TRUE	1	-6.48458843306851	5.04401488918366
cell1316	4581	1735	WT	B	1.41890416939533	TRUE	1	-6.67761902884793	6.40391107219757
cell1317	14243	3180	WT	B	1.31292564768658	TRUE	1	-6.36511306838345	5.28764649051728
cell1318	12417	2998	WT	B	0.724812756704518	TRUE	1	-5.53306107596707	4.05166025775971
cell1319	3526	1291	WT	B	1.41803743618832	TRUE	1	-7.04227047042202	6.56573243755402
cell1320	9681	2649	WT	B	1.09492820989567	TRUE	1	-5.76580839232754	4.63764782566132
cell1321	6482	2180	WT	B	0.95649490897871	TRUE	1	-6.03947691993069	4.79095001834931
cell1322	5384	1946	WT	B	1.85735512630015	TRUE	1	-6.60280137137722	5.78634830135407
cell1323	5492	1971	KO	B	1.23816460305899	TRUE	1	-6.14482908324551	6.25734801906647
cell1324	8401	2374	KO	B	1.0355910010713	TRUE	1	-5.9329071529324	6.09341378826203
cell1325	12412	3066	WT	B	1.65162745729939	TRUE	1	-5.16338329390835	5.84390183109345
cell1326	7998	2362	KO	B	1.06276569142286	TRUE	1	-5.44782071189236	5.94627423900666
cell1327	4190	1507	KO	B	1.05011933174224	TRUE	1	-6.25520043448758	5.93892069477143
cell1328	9047	2574	KO	B	1.5585276887366	TRUE	1	-4.66709702090573	5.74870868343415
cell1329	3595	1549	WT	B	1.33518776077886	TRUE	1	-6.91081504897427	6.37822909969391
cell1330	5278	1967	KO	B	1.3262599469496	TRUE	1	-6.45159773902249	5.98839970249237
cell1331	9740	2757	WT	B	1.37577002053388	TRUE	1	-5.83023767546963	4.76980133670868
cell1332	8296	2473	WT	B	1.18129218900675	TRUE	1	-4.95060186461758	4.95493455547394
cell1333	6090	2204	KO	B	1.06732348111658	TRUE	1	-4.96463089064908	6.14607949871125
cell1334	5434	1933	KO	B	1.04895104895105	TRUE	1	-5.5092342384274	6.77876372951569
cell1335	8137	2313	WT	B	1.09376920240875	TRUE	1	-6.86499791220974	6.25059600490632
cell1336	4603	1920	WT	B	0.868998479252661	TRUE	1	-6.75611691550564	6.83217521328034
cell1337	10624	3077	KO	B	0.818900602409638	TRUE	1	-5.2735267169888	3.57086904663147
cell1338	8372	2638	WT	B	0.979455327281414	TRUE	1	-5.87244420127224	6.11332698482575
cell1339	5664	2112	WT	B	0.706214689265537	TRUE	1	-5.36336855964016	6.35918613094391
cell1340	5901	2020	WT	B	1.22013218098627	TRUE	1	-6.66866045073819	5.82847901004853
cell1341	7700	2388	WT	B	1.27272727272727	TRUE	1	-6.94556670264553	6.34387012142243
cell1342	14682	3307	WT	B	0.749216727966217	FALSE	1	-5.36452775077176	4.23643513340058
cell1343	7124	2338	WT	B	1.37563166760247	TRUE	1	-6.47835187987637	4.73458238262238
cell1344	8826	2479	KO	B	1.30296850215273	TRUE	1	-5.71802740172696	3.76987536567749
cell1345	7201	2460	WT	B	1.36092209415359	TRUE	1	-6.68125276641201	5.52234120983185
cell1346	10689	3106	WT	B	1.58106464589765	TRUE	1	-5.00511818007779	5.81294341701569
cell1347	11898	3144	WT	B	1.50445453017314	TRUE	1	-4.83766870574307	5.34883661884369
cell1348	5798	2013	WT	B	1.4142807864781	TRUE	1	-6.09679274634671	6.4444746555716
cell1349	9667	2786	WT	B	1.30340333091962	TRUE	1	-6.07787280158352	5.16685886997284
cell1350	4255	1730	KO	B	1.786133960047	TRUE	1	-6.58452396468472	5.8203565658957
cell1351	5970	1887	WT	B	0.804020100502513	TRUE	1	-6.07441597060513	5.79580684322419
cell1352	7054	2337	KO	B	1.24751913807769	TRUE	1	-5.54331498221707	5.82493086475434
cell1353	13922	3297	KO	B	0.725470478379543	TRUE	1	-4.29674558715176	4.86467190403046
cell1354	8668	2594	WT	B	1.2921089063221	TRUE	1	-6.14217572287869	4.57096262592377
cell1355	10658	2868	WT	B	1.36048039031713	TRUE	1	-5.45993785933804	3.28549810070099
cell1356	6010	2120	KO	B	1.39767054908486	TRUE	1	-6.53851776198697	6.31704850811066
cell1357	9319	2658	WT	B	1.19111492649426	TRUE	1	-6.14257292823147	4.40751953739228
cell1358	8104	2457	KO	B	0.888450148075025	TRUE	1	-5.48969249800991	6.35838695186676
cell1359	10575	2975	WT	B	1.34278959810875	TRUE	1	-6.03830366210293	4.32978482860627
cell1360	8724	2548	WT	B	1.30674002751032	TRUE	1	-6.03171281890225	5.82557149547638
cell1361	6880	2205	WT	B	1.01744186046512	TRUE	1	-6.51033930854153	5.09990354198517
cell1362	5306	2013	WT	B	1.01771579344139	TRUE	1	-5.81286006049466	5.8051809849173
cell1363	2664	1131	WT	B	1.95195195195195	TRUE	1	-6.88912086562466	6.63247962612214
cell1364	5775	1984	WT	B	1.36796536796537	TRUE	1	-6.42265515403103	6.57079835552277
cell1365	12581	3143	WT	B	0.747158413480645	TRUE	1	-5.31277637557339	5.10511632579865
cell1366	7861	2476	WT	B	1.06856634016028	TRUE	1	-6.74671273307156	5.49927516597809
cell1367	7115	2120	WT	B	0.941672522839072	TRUE	1	-5.84158425406765	5.42979355472626
cell1368	6066	2015	WT	B	0.642927794263106	TRUE	1	-0.062373925011868	1.0713085116774
cell1369	7795	2356	WT	B	1.32135984605516	TRUE	1	-4.75861280040097	6.07235236782135
cell1370	10727	2792	KO	B	1.27715111401137	TRUE	1	-5.63770608977627	5.08657379764618
cell1371	10631	2899	KO	B	1.31690339572947	TRUE	1	-5.4794798381741	4.62328835147919
cell1372	5794	2212	WT	B	2.10562651018295	TRUE	1	-6.56139760093045	6.60521264690461
cell1373	8399	2570	WT	B	1.381116799619	TRUE	1	-6.02410607413601	5.94791861194672
cell1374	6771	2262	KO	B	0.679367892482647	TRUE	1	-5.49185900763821	5.94364686626496
cell1375	6256	2097	WT	B	1.35869565217391	TRUE	1	-4.93125670031857	6.11031861919465
cell1376	9066	2597	WT	B	1.26847562320759	TRUE	1	-5.92872362212491	4.97533150333466
cell1377	7640	2502	WT	B	1.63612565445026	TRUE	1	-6.20332198218655	5.54756518024506
cell1378	5927	2126	WT	B	1.41724312468365	TRUE	1	-6.44737582282376	6.59866185802521
cell1379	6371	2009	WT	B	1.06733636791712	TRUE	1	-6.75790362433743	5.14107199329438
cell1380	12099	2796	WT	B	0.843044879742127	TRUE	1	-5.84367852286648	4.11082740444245
cell1381	5830	2090	KO	B	1.18353344768439	TRUE	1	-5.89873724059414	6.31946654933991
cell1382	7278	2486	KO	B	0.632041769716955	TRUE	1	-5.99405222014737	6.05715175289216
cell1383	12787	3110	KO	B	1.42332055994369	TRUE	1	-5.90644269065213	5.67583675998749
cell1384	6708	2346	WT	B	1.35658914728682	TRUE	1	-6.36428742484402	5.90369458812775
cell1385	5509	1969	KO	B	0.417498638591396	TRUE	1	-5.71954112128567	6.43514962810578
cell1386	7309	2459	WT	B	1.42290326994117	TRUE	1	-5.37852029876065	5.8262102188498
cell1387	6785	2344	WT	B	0.677966101694915	TRUE	1	-5.59882502631497	6.65537067073883
cell1388	4952	2098	WT	B	1.61550888529887	TRUE	1	-5.59685068206143	3.35636194366516
cell1389	8015	2488	WT	B	0.848409232688709	TRUE	1	-4.71374743060421	5.87788458484711
cell1390	10824	3029	WT	B	0.997782705099778	TRUE	1	-5.43660669402432	3.31346209663453
cell1391	8106	2495	WT	B	1.12262521588946	TRUE	1	-6.06147103385281	5.12806792873444
cell1392	4603	1764	WT	B	1.52074733869216	TRUE	1	-6.57805733756375	6.40024324077668
cell1393	6170	2071	KO	B	1.00486223662885	TRUE	1	-5.49278812484097	6.65489001888337
cell1394	7880	2291	WT	B	1.49746192893401	FALSE	1	-6.90455441550564	5.63858361858429
cell1395	10693	2879	KO	B	1.48695408210979	TRUE	1	-5.68443803862881	4.52021976131501
cell1396	5700	2129	WT	B	0.807017543859649	TRUE	1	-4.78828423098874	6.20824618953766
cell1397	11536	2953	WT	B	1.46497919556172	TRUE	1	-6.65080647544217	5.24721689838471
cell1398	9719	3004	WT	B	1.41989916658092	TRUE	1	-6.00152902678799	4.21489759105744
cell1399	7902	2434	WT	B	1.29081245254366	TRUE	1	-6.78556089476895	5.39490981716217
cell1400	5924	2193	KO	B	1.18163403106009	TRUE	1	-4.69576947764706	5.85458083766999
cell1401	7993	2483	WT	B	1.45126986112849	TRUE	1	-5.90824537352871	5.49658175128998
cell1402	5393	1843	KO	B	0.945670313369182	TRUE	1	-7.01497678832364	5.61413832325043
cell1403	8426	2490	WT	B	1.17493472584856	TRUE	1	-6.14243631438565	5.24134226459565
cell1404	7805	2593	WT	B	1.46060217809097	TRUE	1	-5.55920105056118	3.82705171722474
cell1405	12671	3215	WT	B	1.46791886986031	TRUE	1	-5.19142727927517	5.4500214638144
cell1406	10562	2985	WT	B	1.20242378337436	TRUE	1	-5.52566938475918	3.61998375076355
cell1407	7117	2285	WT	B	1.1521708585078	TRUE	1	-6.11349182204556	5.753609138909
cell1408	7730	2482	WT	B	0.789133247089263	TRUE	1	-5.78323845938992	3.84548707622589
cell1409	7176	2412	KO	B	0.863991081382386	TRUE	1	-4.85231261329007	6.11606498378815
cell1410	6074	2076	WT	B	1.21830754033586	TRUE	1	-6.00747113303494	6.69578929561676
cell1411	9925	2680	KO	B	0.886649874055416	TRUE	1	-5.65624957160305	4.45612664836945
cell1412	3572	1627	KO	B	2.01567749160134	TRUE	1	-5.65983634070706	6.26999230999054
cell1413	13756	3183	WT	B	0.668799069496947	TRUE	1	-5.83927373961758	4.53034325260224
cell1414	10284	2744	WT	B	1.32244262932711	TRUE	1	-6.62897687033963	5.67602010387482
cell1415	6164	2224	KO	B	1.02206359506814	TRUE	1	-5.21590595321011	6.1504654468924
cell1416	4934	1900	WT	B	1.90514795297933	TRUE	1	-6.97639207915616	5.34495301860871
cell1417	5363	2118	WT	B	2.14432220771956	TRUE	1	-6.97812180594754	5.98335810321869
cell1418	10597	2847	WT	B	1.27394545626121	TRUE	1	-5.99522452430081	5.52712889331879
cell1419	6625	2327	KO	B	0.392452830188679	TRUE	1	-4.68516974524807	6.18236394542756
cell1420	5028	1888	KO	B	1.21320604614161	TRUE	1	-5.22304301337552	5.90249963420929
cell1421	8211	2741	KO	B	0.657654366094264	TRUE	1	-5.99800973014187	6.48345800060334
cell1422	6222	2188	WT	B	1.07682417229187	TRUE	1	-6.5983238704617	6.50909228939118
cell1423	6724	2067	WT	B	0.684116597263534	TRUE	1	-5.9232647903378	6.21441026348175
cell1424	6955	2151	WT	B	1.3803019410496	TRUE	1	-5.92210774497342	6.53486962932648
cell1425	9185	2714	WT	B	1.75285792052259	TRUE	1	-6.6259961612637	5.53255363124909
cell1426	9144	2538	WT	B	0.721784776902887	TRUE	1	-5.32508115844082	6.58759685176911
cell1427	7069	2392	KO	B	0.480973263545056	TRUE	1	-5.06571989135098	5.69883366245331
cell1428	9053	2632	WT	B	1.25925107699105	TRUE	1	-5.75993542746853	3.66693874019684
cell1429	6552	2239	WT	B	1.43467643467643	TRUE	1	-6.21942358092617	6.48379846233429
cell1430	5793	1848	WT	B	0.983946141895391	TRUE	1	-6.71687417105984	6.33798356670441
cell1431	5390	1868	WT	B	1.85528756957328	TRUE	1	-6.75550036506009	5.64664097446503
cell1432	6458	2160	WT	B	1.23877361412202	TRUE	1	-5.98220782355618	6.69858403820099
cell1433	8942	2555	WT	B	1.53209572802505	TRUE	1	-5.29168872908902	4.21636768001618
cell1434	5847	2206	KO	B	0.923550538737814	TRUE	1	-5.49442749099087	5.73339672702851
cell1435	9015	2546	WT	B	1.00942872989462	TRUE	1	-6.09345560149502	4.41935630458893
cell1436	4531	1648	WT	B	1.43456190686383	TRUE	1	-5.87377696112942	6.16605992931427
cell1437	9756	2703	WT	B	1.45551455514555	TRUE	1	0.80166692658115	5.59349198955597
cell1438	5379	1705	WT	B	0.576315300241681	TRUE	1	-6.68241005019497	6.68537278789582
cell1439	8124	2027	WT	B	0.849335302806499	TRUE	1	-6.704019594949	6.77300830501618
cell1440	6867	2210	WT	B	1.39799038881608	TRUE	1	-6.32570557669949	5.18661089557709
cell1441	8059	2541	WT	B	1.2656657153493	TRUE	1	-5.37959866599392	5.83291955608429
cell1442	5565	2008	WT	B	1.6711590296496	TRUE	1	-5.54427700118374	5.76291986126007
cell1443	4620	1725	WT	B	1.53679653679654	TRUE	1	-5.12073974685025	6.58167453426423
cell1444	8831	2477	KO	B	0.849280942135659	TRUE	1	-6.11059789733242	5.97201295513215
cell1445	7930	2445	KO	B	0.819672131147541	TRUE	1	-5.85587220267605	4.11051674503388
cell1446	6046	2112	WT	B	1.48858749586503	TRUE	1	-5.38148956374478	6.4339823307425
cell1447	11478	2883	WT	B	1.04547830632514	TRUE	1	-4.79282658175778	4.87073798793854
cell1448	7390	2301	WT	B	1.1637347767253	TRUE	1	-6.97407536582303	6.04988093990387
cell1449	5548	1857	WT	B	1.56813266041817	TRUE	1	-6.57613449172329	4.85922785419526
cell1450	4176	1638	WT	B	0.670498084291188	FALSE	1	-6.9001193530972	5.59307594913544
cell1451	7553	2484	WT	B	1.21805904938435	TRUE	1	-5.82980876044583	6.12204976696076
cell1452	7653	2543	WT	B	1.03227492486607	TRUE	1	-5.52486329154324	3.20528813022675
cell1453	4793	1721	WT	B	1.00146046317546	TRUE	1	-6.35802607611966	6.67318864482941
cell1454	2308	1048	WT	B	1.68977469670711	TRUE	1	-7.09418468550991	5.49545856136383
cell1455	6892	2072	WT	B	1.03017991874637	TRUE	1	-6.22005086020779	4.79613943714203
cell1456	7506	2258	WT	B	0.98587796429523	TRUE	1	-6.23791270331692	5.72488375324311
cell1457	6040	2004	WT	B	1.40728476821192	TRUE	1	-4.91736714915585	6.1333059849173
cell1458	8025	2248	WT	B	1.03426791277259	TRUE	1	-6.58417682723355	4.50747032779755
cell1459	8511	2430	KO	B	1.11620256139114	TRUE	1	-5.02201931552243	5.91851945537629
cell1460	9508	3183	KO	B	0.925536390408077	TRUE	1	-5.18205075339627	6.16924329418244
cell1461	10074	2928	WT	B	0.794123486202104	TRUE	1	-5.42508368567776	3.92606838363709
cell1462	11054	3061	WT	B	1.25746336167903	TRUE	1	-6.32542209700894	4.62075086254181
cell1463	9834	2903	KO	B	1.43380109823063	TRUE	1	-6.40975051001858	6.14053674358429
cell1464	7354	2380	WT	B	1.41419635572478	TRUE	1	-5.84913783149075	5.98512049335541
cell1465	2590	1371	WT	B	1.27413127413127	TRUE	1	-4.92042260245633	6.41507478374543
cell1466	3129	1344	WT	B	0.639181847235539	TRUE	1	-6.83222870902371	5.14913340229096
cell1467	7789	2467	KO	B	0.667608165361407	TRUE	1	-4.60585169867825	5.22101803440155
cell1468	8486	2567	KO	B	1.23733207636107	TRUE	1	-5.9833062179501	5.66563339847626
cell1469	7516	2352	KO	B	1.03778605641299	TRUE	1	-5.16806917266201	6.10357375759186
cell1470	7381	2426	WT	B	1.66644086167186	TRUE	1	-6.70887498931241	6.29752154964508
cell1471	14189	3494	WT	B	0.873916414123617	TRUE	1	-5.06793050841641	5.18940849918427
cell1472	5939	1942	KO	B	1.24600101027109	TRUE	1	-5.08655099944424	6.67102809566559
cell1473	9204	2586	WT	B	1.37983485441113	TRUE	1	-6.20558052138638	5.29861922878327
